species,display_name,base_form_group,type1,type2,egggroup1,egggroup2,hp,atk,def,spe,spa,spd,bst,form_type,category_group,excluded_from_normal_pool,exclusion_reason
SPECIES_WYNAUT,Wynaut,SPECIES_WYNAUT,PSYCHIC,PSYCHIC,UNDISCOVERED,UNDISCOVERED,95,23,48,23,23,48,260,base,normal,0,
SPECIES_SNORUNT,Snorunt,SPECIES_SNORUNT,ICE,ICE,FAIRY,MINERAL,50,50,50,50,50,50,300,base,normal,0,
SPECIES_GLALIE,Glalie,SPECIES_GLALIE,ICE,ICE,FAIRY,MINERAL,80,80,80,80,80,80,480,base,normal,0,
SPECIES_SPHEAL,Spheal,SPECIES_SPHEAL,ICE,WATER,WATER_1,FIELD,70,40,50,25,55,50,290,base,normal,0,
SPECIES_SEALEO,Sealeo,SPECIES_SEALEO,ICE,WATER,WATER_1,FIELD,90,60,70,45,75,70,410,base,normal,0,
SPECIES_WALREIN,Walrein,SPECIES_WALREIN,ICE,WATER,WATER_1,FIELD,110,80,90,65,95,90,530,base,normal,0,
SPECIES_CLAMPERL,Clamperl,SPECIES_CLAMPERL,WATER,WATER,WATER_1,WATER_1,35,64,85,32,74,55,345,base,normal,0,
SPECIES_HUNTAIL,Huntail,SPECIES_HUNTAIL,WATER,WATER,WATER_1,WATER_1,55,104,105,52,94,75,485,base,normal,0,
SPECIES_GOREBYSS,Gorebyss,SPECIES_GOREBYSS,WATER,WATER,WATER_1,WATER_1,55,84,105,52,114,75,485,base,normal,0,
SPECIES_RELICANTH,Relicanth,SPECIES_RELICANTH,WATER,ROCK,WATER_1,WATER_2,100,90,130,55,45,65,485,base,normal,0,
SPECIES_LUVDISC,Luvdisc,SPECIES_LUVDISC,WATER,WATER,WATER_2,WATER_2,43,30,55,97,40,65,330,base,normal,0,
SPECIES_BAGON,Bagon,SPECIES_BAGON,DRAGON,DRAGON,DRAGON,DRAGON,45,75,60,50,40,30,300,base,normal,0,
SPECIES_SHELGON,Shelgon,SPECIES_SHELGON,DRAGON,DRAGON,DRAGON,DRAGON,65,95,100,50,60,50,420,base,normal,0,
SPECIES_SALAMENCE,Salamence,SPECIES_SALAMENCE,DRAGON,FLYING,DRAGON,DRAGON,95,135,80,100,110,80,600,base,normal,0,
SPECIES_BELDUM,Beldum,SPECIES_BELDUM,STEEL,PSYCHIC,MINERAL,MINERAL,40,55,80,30,35,60,300,base,normal,0,
SPECIES_METANG,Metang,SPECIES_METANG,STEEL,PSYCHIC,MINERAL,MINERAL,60,75,100,50,55,80,420,base,normal,0,
SPECIES_METAGROSS,Metagross,SPECIES_METAGROSS,STEEL,PSYCHIC,MINERAL,MINERAL,80,135,130,70,95,90,600,base,normal,0,
SPECIES_REGIROCK,Regirock,SPECIES_REGIROCK,ROCK,ROCK,UNDISCOVERED,UNDISCOVERED,80,100,200,50,50,100,580,base,sublegend,1,sublegend
SPECIES_REGICE,Regice,SPECIES_REGICE,ICE,ICE,UNDISCOVERED,UNDISCOVERED,80,50,100,50,100,200,580,base,sublegend,1,sublegend
SPECIES_REGISTEEL,Registeel,SPECIES_REGISTEEL,STEEL,STEEL,UNDISCOVERED,UNDISCOVERED,80,75,150,50,75,150,580,base,sublegend,1,sublegend
SPECIES_LATIAS,Latias,SPECIES_LATIAS,DRAGON,PSYCHIC,UNDISCOVERED,UNDISCOVERED,80,80,90,110,110,130,600,base,sublegend,1,sublegend
SPECIES_LATIOS,Latios,SPECIES_LATIOS,DRAGON,PSYCHIC,UNDISCOVERED,UNDISCOVERED,80,90,80,110,130,110,600,base,sublegend,1,sublegend
SPECIES_KYOGRE,Kyogre,SPECIES_KYOGRE,WATER,WATER,UNDISCOVERED,UNDISCOVERED,100,100,90,90,150,140,670,base,legendary,1,legendary
SPECIES_GROUDON,Groudon,SPECIES_GROUDON,GROUND,GROUND,UNDISCOVERED,UNDISCOVERED,100,150,140,90,100,90,670,base,legendary,1,legendary
SPECIES_RAYQUAZA,Rayquaza,SPECIES_RAYQUAZA,DRAGON,FLYING,UNDISCOVERED,UNDISCOVERED,105,150,90,95,150,90,680,base,legendary,1,legendary
SPECIES_JIRACHI,Jirachi,SPECIES_JIRACHI,STEEL,PSYCHIC,UNDISCOVERED,UNDISCOVERED,100,100,100,100,100,100,600,base,mythical,1,mythical
SPECIES_DEOXYS,Deoxys,SPECIES_DEOXYS,PSYCHIC,PSYCHIC,UNDISCOVERED,UNDISCOVERED,50,150,50,150,150,50,600,base,mythical,1,mythical
SPECIES_TURTWIG,Turtwig,SPECIES_TURTWIG,GRASS,GRASS,MONSTER,GRASS,55,68,64,31,45,55,318,base,normal,0,
SPECIES_GROTLE,Grotle,SPECIES_GROTLE,GRASS,GRASS,MONSTER,GRASS,75,89,85,36,55,65,405,base,normal,0,
SPECIES_TORTERRA,Torterra,SPECIES_TORTERRA,GRASS,GROUND,MONSTER,GRASS,95,109,105,56,75,85,525,base,normal,0,
SPECIES_CHIMCHAR,Chimchar,SPECIES_CHIMCHAR,FIRE,FIRE,FIELD,HUMAN_LIKE,44,58,44,61,58,44,309,base,normal,0,
SPECIES_MONFERNO,Monferno,SPECIES_MONFERNO,FIRE,FIGHTING,FIELD,HUMAN_LIKE,64,78,52,81,78,52,405,base,normal,0,
SPECIES_INFERNAPE,Infernape,SPECIES_INFERNAPE,FIRE,FIGHTING,FIELD,HUMAN_LIKE,76,104,71,108,104,71,534,base,normal,0,
SPECIES_PIPLUP,Piplup,SPECIES_PIPLUP,WATER,WATER,WATER_1,FIELD,53,51,53,40,61,56,314,base,normal,0,
SPECIES_PRINPLUP,Prinplup,SPECIES_PRINPLUP,WATER,WATER,WATER_1,FIELD,64,66,68,50,81,76,405,base,normal,0,
SPECIES_EMPOLEON,Empoleon,SPECIES_EMPOLEON,WATER,STEEL,WATER_1,FIELD,84,86,88,60,111,101,530,base,normal,0,
SPECIES_STARLY,Starly,SPECIES_STARLY,NORMAL,FLYING,FLYING,FLYING,40,55,30,60,30,30,245,base,normal,0,
SPECIES_STARAVIA,Staravia,SPECIES_STARAVIA,NORMAL,FLYING,FLYING,FLYING,55,75,50,80,40,40,340,base,normal,0,
SPECIES_STARAPTOR,Staraptor,SPECIES_STARAPTOR,NORMAL,FLYING,FLYING,FLYING,85,120,70,100,50,60,485,base,normal,0,
SPECIES_BIDOOF,Bidoof,SPECIES_BIDOOF,NORMAL,NORMAL,WATER_1,FIELD,59,45,40,31,35,40,250,base,normal,0,
SPECIES_BIBAREL,Bibarel,SPECIES_BIBAREL,NORMAL,WATER,WATER_1,FIELD,79,85,60,71,55,60,410,base,normal,0,
SPECIES_KRICKETOT,Kricketot,SPECIES_KRICKETOT,BUG,BUG,BUG,BUG,37,25,41,25,25,41,194,base,normal,0,
SPECIES_KRICKETUNE,Kricketune,SPECIES_KRICKETUNE,BUG,BUG,BUG,BUG,77,85,51,65,55,51,384,base,normal,0,
SPECIES_SHINX,Shinx,SPECIES_SHINX,ELECTRIC,ELECTRIC,FIELD,FIELD,45,65,34,45,40,34,263,base,normal,0,
SPECIES_LUXIO,Luxio,SPECIES_LUXIO,ELECTRIC,ELECTRIC,FIELD,FIELD,60,85,49,60,60,49,363,base,normal,0,
SPECIES_LUXRAY,Luxray,SPECIES_LUXRAY,ELECTRIC,ELECTRIC,FIELD,FIELD,80,120,79,70,95,79,523,base,normal,0,
SPECIES_BUDEW,Budew,SPECIES_BUDEW,GRASS,POISON,UNDISCOVERED,UNDISCOVERED,40,30,35,55,50,70,280,base,normal,0,
SPECIES_ROSERADE,Roserade,SPECIES_ROSERADE,GRASS,POISON,FAIRY,GRASS,60,70,65,90,125,105,515,base,normal,0,
SPECIES_CRANIDOS,Cranidos,SPECIES_CRANIDOS,ROCK,ROCK,MONSTER,MONSTER,67,125,40,58,30,30,350,base,normal,0,
SPECIES_RAMPARDOS,Rampardos,SPECIES_RAMPARDOS,ROCK,ROCK,MONSTER,MONSTER,97,165,60,58,65,50,495,base,normal,0,
SPECIES_SHIELDON,Shieldon,SPECIES_SHIELDON,ROCK,STEEL,MONSTER,MONSTER,30,42,118,30,42,88,350,base,normal,0,
SPECIES_BASTIODON,Bastiodon,SPECIES_BASTIODON,ROCK,STEEL,MONSTER,MONSTER,60,52,168,30,47,138,495,base,normal,0,
SPECIES_BURMY,Burmy,SPECIES_BURMY,BUG,BUG,BUG,BUG,40,29,45,36,29,45,224,base,normal,0,
SPECIES_WORMADAM,Wormadam,SPECIES_WORMADAM,BUG,GRASS,BUG,BUG,60,59,85,36,79,105,424,base,normal,0,
SPECIES_MOTHIM,Mothim,SPECIES_MOTHIM,BUG,FLYING,BUG,BUG,70,94,50,66,94,50,424,base,normal,0,
SPECIES_COMBEE,Combee,SPECIES_COMBEE,BUG,FLYING,BUG,BUG,30,30,42,70,30,42,244,base,normal,0,
SPECIES_VESPIQUEN,Vespiquen,SPECIES_VESPIQUEN,BUG,FLYING,BUG,BUG,70,80,102,40,80,102,474,base,normal,0,
SPECIES_PACHIRISU,Pachirisu,SPECIES_PACHIRISU,ELECTRIC,ELECTRIC,FIELD,FAIRY,60,45,70,95,45,90,405,base,normal,0,
SPECIES_BUIZEL,Buizel,SPECIES_BUIZEL,WATER,WATER,WATER_1,FIELD,55,65,35,85,60,30,330,base,normal,0,
SPECIES_FLOATZEL,Floatzel,SPECIES_FLOATZEL,WATER,WATER,WATER_1,FIELD,85,105,55,115,85,50,495,base,normal,0,
SPECIES_CHERUBI,Cherubi,SPECIES_CHERUBI,GRASS,GRASS,FAIRY,GRASS,45,35,45,35,62,53,275,base,normal,0,
SPECIES_CHERRIM,Cherrim,SPECIES_CHERRIM,GRASS,GRASS,FAIRY,GRASS,70,60,70,85,87,78,450,base,normal,0,
SPECIES_SHELLOS,Shellos,SPECIES_SHELLOS,WATER,WATER,WATER_1,AMORPHOUS,76,48,48,34,57,62,325,base,normal,0,
SPECIES_GASTRODON,Gastrodon,SPECIES_GASTRODON,WATER,GROUND,WATER_1,AMORPHOUS,111,83,68,39,92,82,475,base,normal,0,
SPECIES_AMBIPOM,Ambipom,SPECIES_AMBIPOM,NORMAL,NORMAL,FIELD,FIELD,75,100,66,115,60,66,482,base,normal,0,
SPECIES_DRIFLOON,Drifloon,SPECIES_DRIFLOON,GHOST,FLYING,AMORPHOUS,AMORPHOUS,90,50,34,70,60,44,348,base,normal,0,
SPECIES_DRIFBLIM,Drifblim,SPECIES_DRIFBLIM,GHOST,FLYING,AMORPHOUS,AMORPHOUS,150,80,44,80,90,54,498,base,normal,0,
SPECIES_BUNEARY,Buneary,SPECIES_BUNEARY,NORMAL,NORMAL,FIELD,HUMAN_LIKE,55,66,44,85,44,56,350,base,normal,0,
SPECIES_LOPUNNY,Lopunny,SPECIES_LOPUNNY,NORMAL,NORMAL,FIELD,HUMAN_LIKE,65,76,84,105,54,96,480,base,normal,0,
SPECIES_MISMAGIUS,Mismagius,SPECIES_MISMAGIUS,GHOST,GHOST,AMORPHOUS,AMORPHOUS,60,60,60,105,105,105,495,base,normal,0,
SPECIES_HONCHKROW,Honchkrow,SPECIES_HONCHKROW,DARK,FLYING,FLYING,FLYING,100,125,52,71,105,52,505,base,normal,0,
SPECIES_GLAMEOW,Glameow,SPECIES_GLAMEOW,NORMAL,NORMAL,FIELD,FIELD,49,55,42,85,42,37,310,base,normal,0,
SPECIES_PURUGLY,Purugly,SPECIES_PURUGLY,NORMAL,NORMAL,FIELD,FIELD,71,82,64,112,64,59,452,base,normal,0,
SPECIES_CHINGLING,Chingling,SPECIES_CHINGLING,PSYCHIC,PSYCHIC,UNDISCOVERED,UNDISCOVERED,45,30,50,45,65,50,285,base,normal,0,
SPECIES_STUNKY,Stunky,SPECIES_STUNKY,POISON,DARK,FIELD,FIELD,63,63,47,74,41,41,329,base,normal,0,
SPECIES_SKUNTANK,Skuntank,SPECIES_SKUNTANK,POISON,DARK,FIELD,FIELD,103,93,67,84,71,61,479,base,normal,0,
SPECIES_BRONZOR,Bronzor,SPECIES_BRONZOR,STEEL,PSYCHIC,MINERAL,MINERAL,57,24,86,23,24,86,300,base,normal,0,
SPECIES_BRONZONG,Bronzong,SPECIES_BRONZONG,STEEL,PSYCHIC,MINERAL,MINERAL,67,89,116,33,79,116,500,base,normal,0,
SPECIES_BONSLY,Bonsly,SPECIES_BONSLY,ROCK,ROCK,UNDISCOVERED,UNDISCOVERED,50,80,95,10,10,45,290,base,normal,0,
SPECIES_MIMEJR,Mime Jr.,SPECIES_MIMEJR,PSYCHIC,FAIRY,UNDISCOVERED,UNDISCOVERED,20,25,45,60,70,90,310,base,normal,0,
SPECIES_HAPPINY,Happiny,SPECIES_HAPPINY,NORMAL,NORMAL,UNDISCOVERED,UNDISCOVERED,100,5,5,30,15,65,220,base,normal,0,
SPECIES_CHATOT,Chatot,SPECIES_CHATOT,NORMAL,FLYING,FLYING,FLYING,76,65,45,91,92,42,411,base,normal,0,
SPECIES_SPIRITOMB,Spiritomb,SPECIES_SPIRITOMB,GHOST,DARK,AMORPHOUS,AMORPHOUS,50,92,108,35,92,108,485,base,normal,0,
SPECIES_GIBLE,Gible,SPECIES_GIBLE,DRAGON,GROUND,MONSTER,DRAGON,58,70,45,42,40,45,300,base,normal,0,
SPECIES_GABITE,Gabite,SPECIES_GABITE,DRAGON,GROUND,MONSTER,DRAGON,68,90,65,82,50,55,410,base,normal,0,
SPECIES_GARCHOMP,Garchomp,SPECIES_GARCHOMP,DRAGON,GROUND,MONSTER,DRAGON,108,130,95,102,80,85,600,base,normal,0,
SPECIES_MUNCHLAX,Munchlax,SPECIES_MUNCHLAX,NORMAL,NORMAL,UNDISCOVERED,UNDISCOVERED,135,85,40,5,40,85,390,base,normal,0,
SPECIES_RIOLU,Riolu,SPECIES_RIOLU,FIGHTING,FIGHTING,UNDISCOVERED,UNDISCOVERED,40,70,40,60,35,40,285,base,normal,0,
SPECIES_LUCARIO,Lucario,SPECIES_LUCARIO,FIGHTING,STEEL,FIELD,HUMAN_LIKE,70,110,70,90,115,70,525,base,normal,0,
SPECIES_HIPPOPOTAS,Hippopotas,SPECIES_HIPPOPOTAS,GROUND,GROUND,FIELD,FIELD,68,72,78,32,38,42,330,base,normal,0,
SPECIES_HIPPOWDON,Hippowdon,SPECIES_HIPPOWDON,GROUND,GROUND,FIELD,FIELD,108,112,118,47,68,72,525,base,normal,0,
SPECIES_SKORUPI,Skorupi,SPECIES_SKORUPI,POISON,BUG,BUG,WATER_3,40,50,90,65,30,55,330,base,normal,0,
SPECIES_DRAPION,Drapion,SPECIES_DRAPION,POISON,DARK,BUG,WATER_3,70,90,110,95,60,75,500,base,normal,0,
SPECIES_CROAGUNK,Croagunk,SPECIES_CROAGUNK,POISON,FIGHTING,HUMAN_LIKE,HUMAN_LIKE,48,61,40,50,61,40,300,base,normal,0,
SPECIES_TOXICROAK,Toxicroak,SPECIES_TOXICROAK,POISON,FIGHTING,HUMAN_LIKE,HUMAN_LIKE,83,106,65,85,86,65,490,base,normal,0,
SPECIES_CARNIVINE,Carnivine,SPECIES_CARNIVINE,GRASS,GRASS,GRASS,GRASS,74,100,72,46,90,72,454,base,normal,0,
SPECIES_FINNEON,Finneon,SPECIES_FINNEON,WATER,WATER,WATER_2,WATER_2,49,49,56,66,49,61,330,base,normal,0,
SPECIES_LUMINEON,Lumineon,SPECIES_LUMINEON,WATER,WATER,WATER_2,WATER_2,69,69,76,91,69,86,460,base,normal,0,
SPECIES_MANTYKE,Mantyke,SPECIES_MANTYKE,WATER,FLYING,UNDISCOVERED,UNDISCOVERED,45,20,50,50,60,120,345,base,normal,0,
SPECIES_SNOVER,Snover,SPECIES_SNOVER,GRASS,ICE,MONSTER,GRASS,60,62,50,40,62,60,334,base,normal,0,
SPECIES_ABOMASNOW,Abomasnow,SPECIES_ABOMASNOW,GRASS,ICE,MONSTER,GRASS,90,92,75,60,92,85,494,base,normal,0,
SPECIES_WEAVILE,Weavile,SPECIES_WEAVILE,DARK,ICE,FIELD,FIELD,70,120,65,125,45,85,510,base,normal,0,
SPECIES_MAGNEZONE,Magnezone,SPECIES_MAGNEZONE,ELECTRIC,STEEL,MINERAL,MINERAL,70,70,115,60,130,90,535,base,normal,0,
SPECIES_LICKILICKY,Lickilicky,SPECIES_LICKILICKY,NORMAL,NORMAL,MONSTER,MONSTER,110,85,95,50,80,95,515,base,normal,0,
SPECIES_RHYPERIOR,Rhyperior,SPECIES_RHYPERIOR,GROUND,ROCK,MONSTER,FIELD,115,140,130,40,55,55,535,base,normal,0,
SPECIES_TANGROWTH,Tangrowth,SPECIES_TANGROWTH,GRASS,GRASS,GRASS,GRASS,100,100,125,50,110,50,535,base,normal,0,
SPECIES_ELECTIVIRE,Electivire,SPECIES_ELECTIVIRE,ELECTRIC,ELECTRIC,HUMAN_LIKE,HUMAN_LIKE,75,123,67,95,95,85,540,base,normal,0,
SPECIES_MAGMORTAR,Magmortar,SPECIES_MAGMORTAR,FIRE,FIRE,HUMAN_LIKE,HUMAN_LIKE,75,95,67,83,125,95,540,base,normal,0,
SPECIES_TOGEKISS,Togekiss,SPECIES_TOGEKISS,FAIRY,FLYING,FLYING,FAIRY,85,50,95,80,120,115,545,base,normal,0,
SPECIES_YANMEGA,Yanmega,SPECIES_YANMEGA,BUG,FLYING,BUG,BUG,86,76,86,95,116,56,515,base,normal,0,
SPECIES_LEAFEON,Leafeon,SPECIES_LEAFEON,GRASS,GRASS,FIELD,FIELD,65,110,130,95,60,65,525,base,normal,0,
SPECIES_GLACEON,Glaceon,SPECIES_GLACEON,ICE,ICE,FIELD,FIELD,65,60,110,65,130,95,525,base,normal,0,
SPECIES_GLISCOR,Gliscor,SPECIES_GLISCOR,GROUND,FLYING,BUG,BUG,75,95,125,95,45,75,510,base,normal,0,
SPECIES_MAMOSWINE,Mamoswine,SPECIES_MAMOSWINE,ICE,GROUND,FIELD,FIELD,110,130,80,80,70,60,530,base,normal,0,
SPECIES_PORYGON_Z,Porygon-Z,SPECIES_PORYGON_Z,NORMAL,NORMAL,MINERAL,MINERAL,85,80,70,90,135,75,535,base,normal,0,
SPECIES_GALLADE,Gallade,SPECIES_GALLADE,PSYCHIC,FIGHTING,HUMAN_LIKE,AMORPHOUS,68,125,65,80,65,115,518,base,normal,0,
SPECIES_PROBOPASS,Probopass,SPECIES_PROBOPASS,ROCK,STEEL,MINERAL,MINERAL,60,55,145,40,75,150,525,base,normal,0,
SPECIES_DUSKNOIR,Dusknoir,SPECIES_DUSKNOIR,GHOST,GHOST,AMORPHOUS,AMORPHOUS,45,100,135,45,65,135,525,base,normal,0,
SPECIES_FROSLASS,Froslass,SPECIES_FROSLASS,ICE,GHOST,FAIRY,MINERAL,70,80,70,110,80,70,480,base,normal,0,
SPECIES_ROTOM,Rotom,SPECIES_ROTOM,ELECTRIC,GHOST,AMORPHOUS,AMORPHOUS,50,50,77,91,95,77,440,base,normal,0,
SPECIES_UXIE,Uxie,SPECIES_UXIE,PSYCHIC,PSYCHIC,UNDISCOVERED,UNDISCOVERED,75,75,130,95,75,130,580,base,sublegend,1,sublegend
SPECIES_MESPRIT,Mesprit,SPECIES_MESPRIT,PSYCHIC,PSYCHIC,UNDISCOVERED,UNDISCOVERED,80,105,105,80,105,105,580,base,sublegend,1,sublegend
SPECIES_AZELF,Azelf,SPECIES_AZELF,PSYCHIC,PSYCHIC,UNDISCOVERED,UNDISCOVERED,75,125,70,115,125,70,580,base,sublegend,1,sublegend
SPECIES_DIALGA,Dialga,SPECIES_DIALGA,STEEL,DRAGON,UNDISCOVERED,UNDISCOVERED,100,120,120,90,150,100,680,base,legendary,1,legendary
SPECIES_PALKIA,Palkia,SPECIES_PALKIA,WATER,DRAGON,UNDISCOVERED,UNDISCOVERED,90,120,100,100,150,120,680,base,legendary,1,legendary
SPECIES_HEATRAN,Heatran,SPECIES_HEATRAN,FIRE,STEEL,UNDISCOVERED,UNDISCOVERED,91,90,106,77,130,106,600,base,sublegend,1,sublegend
SPECIES_REGIGIGAS,Regigigas,SPECIES_REGIGIGAS,NORMAL,NORMAL,UNDISCOVERED,UNDISCOVERED,110,160,110,100,80,110,670,base,sublegend,1,sublegend
SPECIES_GIRATINA,Giratina,SPECIES_GIRATINA,GHOST,DRAGON,UNDISCOVERED,UNDISCOVERED,150,100,120,90,100,120,680,base,legendary,1,legendary
SPECIES_CRESSELIA,Cresselia,SPECIES_CRESSELIA,PSYCHIC,PSYCHIC,UNDISCOVERED,UNDISCOVERED,120,70,110,85,75,120,580,base,sublegend,1,sublegend
SPECIES_PHIONE,Phione,SPECIES_PHIONE,WATER,WATER,WATER_1,FAIRY,80,80,80,80,80,80,480,base,mythical,1,mythical
SPECIES_MANAPHY,Manaphy,SPECIES_MANAPHY,WATER,WATER,WATER_1,FAIRY,100,100,100,100,100,100,600,base,mythical,1,mythical
SPECIES_DARKRAI,Darkrai,SPECIES_DARKRAI,DARK,DARK,UNDISCOVERED,UNDISCOVERED,70,90,90,125,135,90,600,base,mythical,1,mythical
SPECIES_SHAYMIN,Shaymin,SPECIES_SHAYMIN,GRASS,GRASS,UNDISCOVERED,UNDISCOVERED,100,100,100,100,100,100,600,base,mythical,1,mythical
SPECIES_ARCEUS,Arceus,SPECIES_ARCEUS,NORMAL,NORMAL,UNDISCOVERED,UNDISCOVERED,120,120,120,120,120,120,720,base,mythical,1,mythical
SPECIES_EGG,Egg,SPECIES_EGG,NORMAL,NORMAL,UNDISCOVERED,UNDISCOVERED,10,10,10,10,10,10,60,base,normal,0,
SPECIES_BAD_EGG,Bad Egg,SPECIES_BAD_EGG,NORMAL,NORMAL,UNDISCOVERED,UNDISCOVERED,10,10,10,10,10,10,60,base,normal,0,
SPECIES_DEOXYS_ATTACK,-----,SPECIES_DEOXYS,PSYCHIC,PSYCHIC,UNDISCOVERED,UNDISCOVERED,50,180,20,150,180,20,600,alt_form,normal,1,alt_form
SPECIES_DEOXYS_DEFENSE,-----,SPECIES_DEOXYS,PSYCHIC,PSYCHIC,UNDISCOVERED,UNDISCOVERED,50,70,160,90,70,160,600,alt_form,normal,1,alt_form
SPECIES_DEOXYS_SPEED,-----,SPECIES_DEOXYS,PSYCHIC,PSYCHIC,UNDISCOVERED,UNDISCOVERED,50,95,90,180,95,90,600,alt_form,normal,1,alt_form
SPECIES_WORMADAM_SANDY,-----,SPECIES_WORMADAM,BUG,GROUND,BUG,BUG,60,79,105,36,59,85,424,cosmetic_form,normal,0,
SPECIES_WORMADAM_TRASHY,-----,SPECIES_WORMADAM,BUG,STEEL,BUG,BUG,60,69,95,36,69,95,424,cosmetic_form,normal,0,
SPECIES_GIRATINA_ORIGIN,-----,SPECIES_GIRATINA,GHOST,DRAGON,UNDISCOVERED,UNDISCOVERED,150,120,100,90,120,100,680,alt_form,normal,1,alt_form
SPECIES_SHAYMIN_SKY,-----,SPECIES_SHAYMIN,GRASS,FLYING,UNDISCOVERED,UNDISCOVERED,100,103,75,127,120,75,600,alt_form,normal,1,alt_form
SPECIES_ROTOM_HEAT,-----,SPECIES_ROTOM_HEAT,ELECTRIC,FIRE,AMORPHOUS,AMORPHOUS,50,65,107,86,105,107,520,alt_form,normal,1,alt_form
SPECIES_ROTOM_WASH,-----,SPECIES_ROTOM_WASH,ELECTRIC,WATER,AMORPHOUS,AMORPHOUS,50,65,107,86,105,107,520,alt_form,normal,1,alt_form
SPECIES_ROTOM_FROST,-----,SPECIES_ROTOM_FROST,ELECTRIC,ICE,AMORPHOUS,AMORPHOUS,50,65,107,86,105,107,520,alt_form,normal,1,alt_form
SPECIES_ROTOM_FAN,-----,SPECIES_ROTOM_FAN,ELECTRIC,FLYING,AMORPHOUS,AMORPHOUS,50,65,107,86,105,107,520,alt_form,normal,1,alt_form
SPECIES_ROTOM_MOW,-----,SPECIES_ROTOM_MOW,ELECTRIC,GRASS,AMORPHOUS,AMORPHOUS,50,65,107,86,105,107,520,alt_form,normal,1,alt_form
SPECIES_508,-----,SPECIES_508,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_509,-----,SPECIES_509,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_510,-----,SPECIES_510,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_511,-----,SPECIES_511,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_512,-----,SPECIES_512,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_513,-----,SPECIES_513,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_514,-----,SPECIES_514,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_515,-----,SPECIES_515,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_516,-----,SPECIES_516,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_517,-----,SPECIES_517,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_518,-----,SPECIES_518,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_519,-----,SPECIES_519,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_520,-----,SPECIES_520,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_521,-----,SPECIES_521,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_522,-----,SPECIES_522,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_523,-----,SPECIES_523,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_524,-----,SPECIES_524,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_525,-----,SPECIES_525,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_526,-----,SPECIES_526,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_527,-----,SPECIES_527,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_528,-----,SPECIES_528,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_529,-----,SPECIES_529,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_530,-----,SPECIES_530,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_531,-----,SPECIES_531,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_532,-----,SPECIES_532,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_533,-----,SPECIES_533,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_534,-----,SPECIES_534,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_535,-----,SPECIES_535,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_536,-----,SPECIES_536,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
