trainer_id,trainer_name,trainer_class,slot,original_species,new_species,bst_delta,shared_types,shared_egggroups,category_rule,mono_type_rule_applied,fallback_tier,unchanged,reason
389,Nelson,TRAINERCLASS_PSYCHIC_M,1,SPECIES_PSYDUCK,SPECIES_POLIWAG,-20,WATER,WATER_1,normal_pool,0,1,0,ok
390,Ray,TRAINERCLASS_FIREBREATHER,0,SPECIES_DARUMAKA,SPECIES_PANSEAR,1,FIRE,FIELD,normal_pool,0,1,0,ok
391,Issac,TRAINERCLASS_POKE_MANIAC,0,SPECIES_LOUDRED,SPECIES_WATCHOG,60,NORMAL,FIELD,normal_pool,0,2,0,ok
392,Donald,TRAINERCLASS_POKE_MANIAC,0,SPECIES_SOBBLE,SPECIES_DEWPIDER,-41,WATER,WATER_1,normal_pool,0,1,0,ok
392,Donald,TRAINERCLASS_POKE_MANIAC,1,SPECIES_REMORAID,SPECIES_MARILL,-50,WATER,WATER_1,normal_pool,0,2,0,ok
393,Teru,TRAINERCLASS_SUPER_NERD,0,SPECIES_GEODUDE_ALOLAN,SPECIES_NACLSTACK,55,ROCK,MINERAL,normal_pool,0,2,0,ok
393,Teru,TRAINERCLASS_SUPER_NERD,1,SPECIES_GRAVELER_ALOLAN,SPECIES_BOLDORE,0,ROCK,MINERAL,normal_pool,0,1,0,ok
393,Teru,TRAINERCLASS_SUPER_NERD,2,SPECIES_FERROSEED,SPECIES_BELDUM,-5,STEEL,MINERAL,normal_pool,0,1,0,ok
393,Teru,TRAINERCLASS_SUPER_NERD,3,SPECIES_VAROOM,SPECIES_KLINK,0,STEEL,MINERAL,normal_pool,0,1,0,ok
394,Mickey,TRAINERCLASS_ACE_TRAINER_M,0,SPECIES_FOONGUS,SPECIES_PHANTUMP,15,GRASS,GRASS,normal_pool,0,1,0,ok
394,Mickey,TRAINERCLASS_ACE_TRAINER_M,1,SPECIES_SALANDIT,SPECIES_NIDORAN_M,-47,POISON,MONSTER,normal_pool,0,2,0,ok
394,Mickey,TRAINERCLASS_ACE_TRAINER_M,2,SPECIES_FROAKIE,SPECIES_DUCKLETT,-9,WATER,WATER_1,normal_pool,0,1,0,ok
395,Mark,TRAINERCLASS_PSYCHIC_M,0,SPECIES_GOTHITA,SPECIES_MEDITITE,-10,PSYCHIC,HUMAN_LIKE,normal_pool,0,1,0,ok
395,Mark,TRAINERCLASS_PSYCHIC_M,1,SPECIES_ELGYEM,SPECIES_GOTHITA,-45,PSYCHIC,HUMAN_LIKE,normal_pool,0,1,0,ok
395,Mark,TRAINERCLASS_PSYCHIC_M,2,SPECIES_GOTHORITA,SPECIES_MEDICHAM,20,PSYCHIC,HUMAN_LIKE,normal_pool,0,1,0,ok
396,Horton,TRAINERCLASS_JUGGLER,0,SPECIES_ELECTRODE_HISUIAN,SPECIES_GOLEM_ALOLAN,5,ELECTRIC,MINERAL,normal_pool,0,1,0,ok
396,Horton,TRAINERCLASS_JUGGLER,1,SPECIES_GOLEM_ALOLAN,SPECIES_COALOSSAL,15,ROCK,MINERAL,normal_pool,0,1,0,ok
396,Horton,TRAINERCLASS_JUGGLER,2,SPECIES_MAGNEZONE,SPECIES_PROBOPASS,-10,STEEL,MINERAL,normal_pool,0,1,0,ok
397,Chad,TRAINERCLASS_SCHOOL_KID_M,0,SPECIES_MEDICHAM,SPECIES_HARIYAMA,64,FIGHTING,HUMAN_LIKE,normal_pool,0,2,0,ok
398,Valerie,TRAINERCLASS_BEAUTY,0,SPECIES_FOMANTIS,SPECIES_FERROSEED,55,GRASS,GRASS,normal_pool,0,2,0,ok
398,Valerie,TRAINERCLASS_BEAUTY,1,SPECIES_FOMANTIS,SPECIES_GROOKEY,60,GRASS,GRASS,normal_pool,0,2,0,ok
399,Lyle,TRAINERCLASS_FIREBREATHER,0,SPECIES_GRIMER,SPECIES_GASTLY,-15,POISON,AMORPHOUS,normal_pool,0,1,0,ok
399,Lyle,TRAINERCLASS_FIREBREATHER,1,SPECIES_CAMERUPT,SPECIES_HOUNDOOM,40,FIRE,FIELD,normal_pool,0,1,0,ok
399,Lyle,TRAINERCLASS_FIREBREATHER,2,SPECIES_GULPIN,SPECIES_KOFFING,38,POISON,AMORPHOUS,normal_pool,0,1,0,ok
400,Dana,TRAINERCLASS_LASS,0,SPECIES_ELECTRIKE,SPECIES_MAREEP,-15,ELECTRIC,FIELD,normal_pool,0,1,0,ok
400,Dana,TRAINERCLASS_LASS,1,SPECIES_SEEL,SPECIES_SLOWPOKE,-10,WATER,WATER_1,normal_pool,0,1,0,ok
401,Alfred,TRAINERCLASS_GENTLEMAN,0,SPECIES_SWOOBAT,SPECIES_EMOLGA,3,FLYING,FIELD,normal_pool,0,1,0,ok
402,Tiffany,TRAINERCLASS_PICNICKER,0,SPECIES_TINKATUFF,SPECIES_MORGREM,-10,FAIRY,FAIRY,normal_pool,0,1,0,ok
403,Spencer,TRAINERCLASS_CAMPER,0,SPECIES_DRILBUR,SPECIES_HIPPOPOTAS,2,GROUND,FIELD,normal_pool,0,1,0,ok
403,Spencer,TRAINERCLASS_CAMPER,1,SPECIES_CLODSIRE,SPECIES_STUNFISK_GALARIAN,41,GROUND,WATER_1,normal_pool,0,1,0,ok
403,Spencer,TRAINERCLASS_CAMPER,2,SPECIES_PIKIPEK,SPECIES_FLETCHLING,13,"FLYING,NORMAL",FLYING,normal_pool,0,1,0,ok
404,Grunt,TRAINERCLASS_TEAM_ROCKET_F,0,SPECIES_NIDORAN_M,SPECIES_EKANS,15,POISON,FIELD,normal_pool,0,1,0,ok
404,Grunt,TRAINERCLASS_TEAM_ROCKET_F,1,SPECIES_THWACKEY,SPECIES_FLORAGATO,-10,GRASS,"FIELD,GRASS",normal_pool,0,1,0,ok
405,Phil,TRAINERCLASS_PSYCHIC_M,0,SPECIES_WOOBAT,SPECIES_STARAVIA,17,FLYING,FLYING,normal_pool,0,1,0,ok
405,Phil,TRAINERCLASS_PSYCHIC_M,1,SPECIES_ELGYEM,SPECIES_GOTHITA,-45,PSYCHIC,HUMAN_LIKE,normal_pool,0,1,0,ok
406,Zach,TRAINERCLASS_POKE_MANIAC,0,SPECIES_TYRUNT,SPECIES_AMAURA,0,ROCK,MONSTER,normal_pool,0,1,0,ok
407,Allen,TRAINERCLASS_ACE_TRAINER_M,0,SPECIES_TURTONATOR,SPECIES_ZWEILOUS,-65,DRAGON,DRAGON,normal_pool,0,2,0,ok
407,Allen,TRAINERCLASS_ACE_TRAINER_M,1,SPECIES_VOLTORB,SPECIES_MAGNEMITE,-5,ELECTRIC,MINERAL,normal_pool,0,1,0,ok
408,Cybil,TRAINERCLASS_ACE_TRAINER_F,0,SPECIES_PAWMO,SPECIES_FARFETCHD_GALARIAN,27,FIGHTING,FIELD,normal_pool,0,1,0,ok
408,Cybil,TRAINERCLASS_ACE_TRAINER_F,1,SPECIES_MEGANIUM,SPECIES_BELLOSSOM,-35,GRASS,GRASS,normal_pool,0,1,0,ok
409,Brandon,TRAINERCLASS_POKEFAN_M,0,SPECIES_TINKATINK,SPECIES_MILCERY,-27,FAIRY,FAIRY,normal_pool,0,1,0,ok
409,Brandon,TRAINERCLASS_POKEFAN_M,1,SPECIES_PAWMI,SPECIES_YAMPER,30,ELECTRIC,FIELD,normal_pool,0,1,0,ok
410,Harry,TRAINERCLASS_SAILOR,0,SPECIES_DUCKLETT,SPECIES_FLETCHLING,-27,FLYING,FLYING,normal_pool,0,1,0,ok
411,Vernon,TRAINERCLASS_PSYCHIC_M,0,SPECIES_MEOWSTIC_FEMALE,SPECIES_RAPIDASH_GALARIAN,34,PSYCHIC,FIELD,normal_pool,0,1,0,ok
412,Eli,TRAINERCLASS_PSYCHIC_M,0,SPECIES_GOLISOPOD,SPECIES_KLEAVOR,-30,BUG,BUG,normal_pool,0,1,0,ok
412,Eli,TRAINERCLASS_PSYCHIC_M,1,SPECIES_GOSSIFLEUR,SPECIES_APPLIN,10,GRASS,GRASS,normal_pool,0,1,0,ok
412,Eli,TRAINERCLASS_PSYCHIC_M,2,SPECIES_PURUGLY,SPECIES_AMBIPOM,30,NORMAL,FIELD,normal_pool,0,1,0,ok
413,Scott,TRAINERCLASS_FISHERMAN,0,SPECIES_VELUZA,SPECIES_PALAFIN,-21,WATER,WATER_2,normal_pool,0,1,0,ok
413,Scott,TRAINERCLASS_FISHERMAN,1,SPECIES_SEAKING,SPECIES_LANTURN,10,WATER,WATER_2,normal_pool,0,1,0,ok
413,Scott,TRAINERCLASS_FISHERMAN,2,SPECIES_BASCULIN,SPECIES_LUMINEON,0,WATER,WATER_2,normal_pool,0,1,0,ok
414,Jose,TRAINERCLASS_BIRD_KEEPER_GS,0,SPECIES_GLAMEOW,SPECIES_LILLIPUP,-35,NORMAL,FIELD,normal_pool,0,1,0,ok
415,Jared,TRAINERCLASS_PSYCHIC_M,0,SPECIES_BEHEEYEM,SPECIES_GOTHITELLE,5,PSYCHIC,HUMAN_LIKE,normal_pool,0,1,0,ok
415,Jared,TRAINERCLASS_PSYCHIC_M,1,SPECIES_PHANTUMP,SPECIES_SANDYGAST,11,GHOST,AMORPHOUS,normal_pool,0,1,0,ok
415,Jared,TRAINERCLASS_PSYCHIC_M,2,SPECIES_PETILIL,SPECIES_PHANTUMP,29,GRASS,GRASS,normal_pool,0,1,0,ok
416,Jo & Zoe,TRAINERCLASS_TWINS,0,SPECIES_ARBOLIVA,SPECIES_BRAMBLEGHAST,-30,GRASS,GRASS,normal_pool,0,1,0,ok
416,Jo & Zoe,TRAINERCLASS_TWINS,1,SPECIES_HYDRAPPLE,SPECIES_ARCHALUDON,60,DRAGON,DRAGON,normal_pool,0,2,0,ok
417,Jenn,TRAINERCLASS_ACE_TRAINER_F,0,SPECIES_TENTACOOL,SPECIES_KRABBY,-10,WATER,WATER_3,normal_pool,0,1,0,ok
417,Jenn,TRAINERCLASS_ACE_TRAINER_F,1,SPECIES_CLOYSTER,SPECIES_STARMIE,-5,WATER,WATER_3,normal_pool,0,1,0,ok
418,Bruno,TRAINERCLASS_ELITE_FOUR_BRUNO,0,SPECIES_MACHOKE,SPECIES_HITMONLEE,50,FIGHTING,HUMAN_LIKE,normal_pool,1,2,0,ok
418,Bruno,TRAINERCLASS_ELITE_FOUR_BRUNO,1,SPECIES_PANGORO,SPECIES_SNEASLER,15,FIGHTING,FIELD,normal_pool,1,1,0,ok
418,Bruno,TRAINERCLASS_ELITE_FOUR_BRUNO,2,SPECIES_GURDURR,SPECIES_MONFERNO,0,FIGHTING,HUMAN_LIKE,normal_pool,1,1,0,ok
418,Bruno,TRAINERCLASS_ELITE_FOUR_BRUNO,3,SPECIES_ONIX,SPECIES_ONIX,0,,,,0,0,1,no_candidates_for_specialty:FIGHTING
418,Bruno,TRAINERCLASS_ELITE_FOUR_BRUNO,4,SPECIES_HAWLUCHA,SPECIES_FLAMIGO,0,"FIGHTING,FLYING",FLYING,normal_pool,1,1,0,ok
419,Ellen,TRAINERCLASS_LASS,0,SPECIES_GRANBULL,SPECIES_MAWILE,-70,FAIRY,"FAIRY,FIELD",normal_pool,0,2,0,ok
419,Ellen,TRAINERCLASS_LASS,1,SPECIES_WIGGLYTUFF,SPECIES_CHANSEY,15,NORMAL,FAIRY,normal_pool,0,1,0,ok
420,Perry,TRAINERCLASS_BIRD_KEEPER_GS,0,SPECIES_CORVISQUIRE,SPECIES_FLETCHINDER,17,FLYING,FLYING,normal_pool,0,1,0,ok
421,Bret,TRAINERCLASS_BIRD_KEEPER_GS,0,SPECIES_TRUMBEAK,SPECIES_CORVISQUIRE,10,FLYING,FLYING,normal_pool,0,1,0,ok
421,Bret,TRAINERCLASS_BIRD_KEEPER_GS,1,SPECIES_SWELLOW,SPECIES_MURKROW,-50,FLYING,FLYING,normal_pool,0,2,0,ok
422,Rodney,TRAINERCLASS_PSYCHIC_M,0,SPECIES_SMOOCHUM,SPECIES_WYNAUT,-45,PSYCHIC,UNDISCOVERED,normal_pool,0,1,0,ok
422,Rodney,TRAINERCLASS_PSYCHIC_M,1,SPECIES_MR_MIME,SPECIES_HYPNO,23,PSYCHIC,HUMAN_LIKE,normal_pool,0,1,0,ok
423,Jeremy,TRAINERCLASS_POKEFAN_M,0,SPECIES_DEERLING_WINTER,SPECIES_DEERLING_AUTUMN,0,"GRASS,NORMAL",FIELD,normal_pool,0,1,0,ok
423,Jeremy,TRAINERCLASS_POKEFAN_M,1,SPECIES_SPINDA,SPECIES_LOUDRED,0,NORMAL,FIELD,normal_pool,0,1,0,ok
423,Jeremy,TRAINERCLASS_POKEFAN_M,2,SPECIES_MINCCINO,SPECIES_LILLIPUP,-25,NORMAL,FIELD,normal_pool,0,1,0,ok
424,Colin,TRAINERCLASS_POKEFAN_M,0,SPECIES_WINGULL,SPECIES_POLIWAG,30,WATER,WATER_1,normal_pool,0,1,0,ok
425,Meg & Peg,TRAINERCLASS_TWINS,0,SPECIES_DEERLING_AUTUMN,SPECIES_LINOONE_GALARIAN,85,NORMAL,FIELD,normal_pool,0,3,0,ok
425,Meg & Peg,TRAINERCLASS_TWINS,1,SPECIES_DUGTRIO,SPECIES_RHYDON,60,GROUND,FIELD,normal_pool,0,2,0,ok
426,Meg & Peg,TRAINERCLASS_TWINS,0,SPECIES_HIPPOPOTAS,SPECIES_NUMEL,-25,GROUND,FIELD,normal_pool,0,1,0,ok
426,Meg & Peg,TRAINERCLASS_TWINS,1,SPECIES_SKWOVET,SPECIES_STUFFUL,65,NORMAL,FIELD,normal_pool,0,2,0,ok
427,Shirley,TRAINERCLASS_TEACHER,0,SPECIES_DARTRIX,SPECIES_TALONFLAME,79,FLYING,FLYING,normal_pool,0,3,0,ok
427,Shirley,TRAINERCLASS_TEACHER,1,SPECIES_TINKATINK,SPECIES_MILCERY,-27,FAIRY,FAIRY,normal_pool,0,1,0,ok
428,Nate,TRAINERCLASS_SCHOOL_KID_M,0,SPECIES_ILLUMISE,SPECIES_KRICKETUNE,-46,BUG,BUG,normal_pool,0,2,0,ok
428,Nate,TRAINERCLASS_SCHOOL_KID_M,1,SPECIES_MEOWSCARADA,SPECIES_FLAPPLE,-45,GRASS,GRASS,normal_pool,0,1,0,ok
429,Ricky,TRAINERCLASS_SCHOOL_KID_M,0,SPECIES_DUNSPARCE,SPECIES_GIRAFARIG,40,NORMAL,FIELD,normal_pool,0,1,0,ok
429,Ricky,TRAINERCLASS_SCHOOL_KID_M,1,SPECIES_DITTO,SPECIES_DITTO,0,,,,0,0,1,no_candidates_in_pool
430,Jack,TRAINERCLASS_SCHOOL_KID_M,0,SPECIES_BRELOOM,SPECIES_CHERRIM,-10,GRASS,"FAIRY,GRASS",normal_pool,0,1,0,ok
430,Jack,TRAINERCLASS_SCHOOL_KID_M,1,SPECIES_MAGNEMITE,SPECIES_VOLTORB,5,ELECTRIC,MINERAL,normal_pool,0,1,0,ok
431,Jack,TRAINERCLASS_SCHOOL_KID_M,0,SPECIES_WHIMSICOTT,SPECIES_LILLIGANT,0,GRASS,GRASS,normal_pool,0,1,0,ok
431,Jack,TRAINERCLASS_SCHOOL_KID_M,1,SPECIES_GRAVELER_ALOLAN,SPECIES_NOSEPASS,-15,ROCK,MINERAL,normal_pool,0,1,0,ok
432,Alan,TRAINERCLASS_SCHOOL_KID_M,0,SPECIES_SCOVILLAIN,SPECIES_HYDRAPPLE,54,GRASS,GRASS,normal_pool,0,2,0,ok
432,Alan,TRAINERCLASS_SCHOOL_KID_M,1,SPECIES_BUTTERFREE,SPECIES_BEEDRILL,0,BUG,BUG,normal_pool,0,1,0,ok
433,Alan,TRAINERCLASS_SCHOOL_KID_M,0,SPECIES_HONCHKROW,SPECIES_UNFEZANT,-17,FLYING,FLYING,normal_pool,0,1,0,ok
433,Alan,TRAINERCLASS_SCHOOL_KID_M,1,SPECIES_SERPERIOR,SPECIES_WHIMSICOTT,-48,GRASS,GRASS,normal_pool,0,2,0,ok
433,Alan,TRAINERCLASS_SCHOOL_KID_M,2,SPECIES_CLODSIRE,SPECIES_SNEASEL_HISUIAN,0,POISON,FIELD,normal_pool,0,1,0,ok
433,Alan,TRAINERCLASS_SCHOOL_KID_M,3,SPECIES_CENTISKORCH,SPECIES_ORBEETLE,-20,BUG,BUG,normal_pool,0,1,0,ok
434,Chad,TRAINERCLASS_SCHOOL_KID_M,0,SPECIES_ALAKAZAM,SPECIES_HYPNO,-17,PSYCHIC,HUMAN_LIKE,normal_pool,0,1,0,ok
434,Chad,TRAINERCLASS_SCHOOL_KID_M,1,SPECIES_VAROOM,SPECIES_KLINK,0,STEEL,MINERAL,normal_pool,0,1,0,ok
435,Chad,TRAINERCLASS_SCHOOL_KID_M,0,SPECIES_GOTHORITA,SPECIES_JYNX,65,PSYCHIC,HUMAN_LIKE,normal_pool,0,2,0,ok
435,Chad,TRAINERCLASS_SCHOOL_KID_M,1,SPECIES_ELECTRODE_HISUIAN,SPECIES_GOLEM_ALOLAN,5,ELECTRIC,MINERAL,normal_pool,0,1,0,ok
436,Beverly,TRAINERCLASS_POKEFAN,0,SPECIES_FLABEBE,SPECIES_COTTONEE,-23,FAIRY,FAIRY,normal_pool,0,1,0,ok
437,Beverly,TRAINERCLASS_POKEFAN,0,SPECIES_AROMATISSE,SPECIES_WHIMSICOTT,18,FAIRY,FAIRY,normal_pool,0,1,0,ok
438,Derek,TRAINERCLASS_POKEFAN_M,0,SPECIES_LINOONE,SPECIES_DUNSPARCE,-5,NORMAL,FIELD,normal_pool,0,1,0,ok
438,Derek,TRAINERCLASS_POKEFAN_M,1,SPECIES_FLAAFFY,SPECIES_MAREEP,-85,ELECTRIC,"FIELD,MONSTER",normal_pool,0,3,0,ok
439,Derek,TRAINERCLASS_POKEFAN_M,0,SPECIES_TOXEL,SPECIES_BUDEW,38,POISON,UNDISCOVERED,normal_pool,0,1,0,ok
439,Derek,TRAINERCLASS_POKEFAN_M,1,SPECIES_LILLIPUP,SPECIES_PATRAT,-20,NORMAL,FIELD,normal_pool,0,1,0,ok
439,Derek,TRAINERCLASS_POKEFAN_M,2,SPECIES_BLITZLE,SPECIES_LUXIO,68,ELECTRIC,FIELD,normal_pool,0,2,0,ok
439,Derek,TRAINERCLASS_POKEFAN_M,3,SPECIES_STUFFUL,SPECIES_LITLEO,29,NORMAL,FIELD,normal_pool,0,1,0,ok
440,Huey,TRAINERCLASS_SAILOR,0,SPECIES_BUIZEL,SPECIES_OSHAWOTT,-22,WATER,FIELD,normal_pool,0,1,0,ok
440,Huey,TRAINERCLASS_SAILOR,1,SPECIES_WARTORTLE,SPECIES_POLIWHIRL,-20,WATER,WATER_1,normal_pool,0,1,0,ok
441,Huey,TRAINERCLASS_SAILOR,0,SPECIES_SKRELP,SPECIES_POPPLIO,0,WATER,WATER_1,normal_pool,0,1,0,ok
441,Huey,TRAINERCLASS_SAILOR,1,SPECIES_POLITOED,SPECIES_FERALIGATR,30,WATER,WATER_1,normal_pool,0,1,0,ok
442,Mickey,TRAINERCLASS_LASS,0,SPECIES_SLOWPOKE,SPECIES_SEEL,10,WATER,WATER_1,normal_pool,0,1,0,ok
443,Mickey,TRAINERCLASS_LASS,0,SPECIES_SHELLOS,SPECIES_BUIZEL,5,WATER,WATER_1,normal_pool,0,1,0,ok
444,Reena,TRAINERCLASS_ACE_TRAINER_F,0,SPECIES_CYNDAQUIL,SPECIES_GROWLITHE,41,FIRE,FIELD,normal_pool,0,1,0,ok
444,Reena,TRAINERCLASS_ACE_TRAINER_F,1,SPECIES_BUDEW,SPECIES_TOXEL,-38,POISON,UNDISCOVERED,normal_pool,0,1,0,ok
444,Reena,TRAINERCLASS_ACE_TRAINER_F,2,SPECIES_KRABBY,SPECIES_SHELLDER,-20,WATER,WATER_3,normal_pool,0,1,0,ok
445,Reena,TRAINERCLASS_ACE_TRAINER_F,0,SPECIES_HOUNDOOM,SPECIES_CAMERUPT,-40,FIRE,FIELD,normal_pool,0,1,0,ok
445,Reena,TRAINERCLASS_ACE_TRAINER_F,1,SPECIES_NIDOQUEEN,SPECIES_NIDOQUEEN,0,,,,0,0,1,no_candidates_in_pool
445,Reena,TRAINERCLASS_ACE_TRAINER_F,2,SPECIES_CLAWITZER,SPECIES_ARAQUANID,-46,WATER,WATER_1,normal_pool,0,2,0,ok
446,Jose,TRAINERCLASS_BIRD_KEEPER_GS,0,SPECIES_DELCATTY,SPECIES_LOUDRED,-40,NORMAL,FIELD,normal_pool,0,1,0,ok
446,Jose,TRAINERCLASS_BIRD_KEEPER_GS,1,SPECIES_XATU,SPECIES_NOCTOWL,-18,FLYING,FLYING,normal_pool,0,1,0,ok
447,Vance,TRAINERCLASS_BIRD_KEEPER_GS,0,SPECIES_PIKIPEK,SPECIES_TRUMBEAK,90,"FLYING,NORMAL",FLYING,normal_pool,0,3,0,ok
447,Vance,TRAINERCLASS_BIRD_KEEPER_GS,1,SPECIES_PIDGEY,SPECIES_PIDGEOTTO,98,"FLYING,NORMAL",FLYING,normal_pool,0,3,0,ok
448,Vance,TRAINERCLASS_BIRD_KEEPER_GS,0,SPECIES_TRUMBEAK,SPECIES_ROWLET,-35,FLYING,FLYING,normal_pool,0,1,0,ok
448,Vance,TRAINERCLASS_BIRD_KEEPER_GS,1,SPECIES_NOCTOWL,SPECIES_DODRIO,18,"FLYING,NORMAL",FLYING,normal_pool,0,1,0,ok
448,Vance,TRAINERCLASS_BIRD_KEEPER_GS,2,SPECIES_FARFETCHD,SPECIES_TOGETIC,28,FLYING,FLYING,normal_pool,0,1,0,ok
449,Arnie,TRAINERCLASS_BUG_CATCHER,0,SPECIES_MASQUERAIN,SPECIES_MANTINE,31,FLYING,WATER_1,normal_pool,0,1,0,ok
450,Wilton,TRAINERCLASS_FISHERMAN,0,SPECIES_REMORAID,SPECIES_GOLDEEN,20,WATER,WATER_2,normal_pool,0,1,0,ok
450,Wilton,TRAINERCLASS_FISHERMAN,1,SPECIES_BRUXISH,SPECIES_BARRASKEWDA,15,WATER,WATER_2,normal_pool,0,1,0,ok
450,Wilton,TRAINERCLASS_FISHERMAN,2,SPECIES_LANTURN,SPECIES_SEAKING,-10,WATER,WATER_2,normal_pool,0,1,0,ok
451,Parry,TRAINERCLASS_HIKER,0,SPECIES_GEODUDE,SPECIES_GRAVELER,90,"GROUND,ROCK",MINERAL,normal_pool,0,3,0,ok
451,Parry,TRAINERCLASS_HIKER,1,SPECIES_NACLSTACK,SPECIES_GLIMMET,-5,ROCK,MINERAL,normal_pool,0,1,0,ok
452,Parry,TRAINERCLASS_HIKER,0,SPECIES_BRONZONG,SPECIES_CLAYDOL,0,PSYCHIC,MINERAL,normal_pool,0,1,0,ok
452,Parry,TRAINERCLASS_HIKER,1,SPECIES_LUNATONE,SPECIES_BRONZONG,40,PSYCHIC,MINERAL,normal_pool,0,1,0,ok
453,Erin,TRAINERCLASS_PICNICKER,0,SPECIES_JUMPLUFF,SPECIES_BELLOSSOM,30,GRASS,GRASS,normal_pool,0,1,0,ok
453,Erin,TRAINERCLASS_PICNICKER,1,SPECIES_GLOOM,SPECIES_IVYSAUR,10,"GRASS,POISON",GRASS,normal_pool,0,1,0,ok
453,Erin,TRAINERCLASS_PICNICKER,2,SPECIES_INCINEROAR,SPECIES_OBSTAGOON,-10,DARK,FIELD,normal_pool,0,1,0,ok
454,Irwin,TRAINERCLASS_JUGGLER,0,SPECIES_GEODUDE_ALOLAN,SPECIES_DWEBBLE,25,ROCK,MINERAL,normal_pool,0,1,0,ok
454,Irwin,TRAINERCLASS_JUGGLER,1,SPECIES_VOLTORB_HISUIAN,SPECIES_GEODUDE_ALOLAN,-30,ELECTRIC,MINERAL,normal_pool,0,1,0,ok
454,Irwin,TRAINERCLASS_JUGGLER,2,SPECIES_GEODUDE_ALOLAN,SPECIES_BOLDORE,90,ROCK,MINERAL,normal_pool,0,3,0,ok
454,Irwin,TRAINERCLASS_JUGGLER,3,SPECIES_VOLTORB_HISUIAN,SPECIES_GEODUDE_ALOLAN,-30,ELECTRIC,MINERAL,normal_pool,0,1,0,ok
455,Irwin,TRAINERCLASS_JUGGLER,0,SPECIES_GEODUDE_ALOLAN,SPECIES_DWEBBLE,25,ROCK,MINERAL,normal_pool,0,1,0,ok
455,Irwin,TRAINERCLASS_JUGGLER,1,SPECIES_MAGNEMITE,SPECIES_VOLTORB,5,ELECTRIC,MINERAL,normal_pool,0,1,0,ok
455,Irwin,TRAINERCLASS_JUGGLER,2,SPECIES_GEODUDE_ALOLAN,SPECIES_DWEBBLE,25,ROCK,MINERAL,normal_pool,0,1,0,ok
455,Irwin,TRAINERCLASS_JUGGLER,3,SPECIES_ELECTRODE_HISUIAN,SPECIES_GOLEM_ALOLAN,5,ELECTRIC,MINERAL,normal_pool,0,1,0,ok
456,Gaven,TRAINERCLASS_ACE_TRAINER_M,0,SPECIES_VILEPLUME,SPECIES_VICTREEBEL,0,"GRASS,POISON",GRASS,normal_pool,0,1,0,ok
456,Gaven,TRAINERCLASS_ACE_TRAINER_M,1,SPECIES_CLAWITZER,SPECIES_GRENINJA,30,WATER,WATER_1,normal_pool,0,1,0,ok
456,Gaven,TRAINERCLASS_ACE_TRAINER_M,2,SPECIES_DARMANITAN_ZEN_MODE_GALARIAN,SPECIES_SANDSLASH_ALOLAN,-90,ICE,FIELD,normal_pool,0,3,0,ok
457,Gaven,TRAINERCLASS_ACE_TRAINER_M,0,SPECIES_LILLIGANT,SPECIES_WHIMSICOTT,0,GRASS,GRASS,normal_pool,0,1,0,ok
457,Gaven,TRAINERCLASS_ACE_TRAINER_M,1,SPECIES_CORSOLA,SPECIES_SEALEO,0,WATER,WATER_1,normal_pool,0,1,0,ok
457,Gaven,TRAINERCLASS_ACE_TRAINER_M,2,SPECIES_PYROAR_FEMALE,SPECIES_TYPHLOSION_HISUIAN,27,FIRE,FIELD,normal_pool,0,1,0,ok
458,Jamie,TRAINERCLASS_ACE_TRAINER_F,0,SPECIES_ARCANINE,SPECIES_RAPIDASH,-55,FIRE,FIELD,normal_pool,0,2,0,ok
458,Jamie,TRAINERCLASS_ACE_TRAINER_F,1,SPECIES_ZEBSTRIKA,SPECIES_PACHIRISU,-92,ELECTRIC,FIELD,normal_pool,0,3,0,ok
459,Jamie,TRAINERCLASS_ACE_TRAINER_F,0,SPECIES_INFERNAPE,SPECIES_EMBOAR,-6,"FIGHTING,FIRE",FIELD,normal_pool,0,1,0,ok
459,Jamie,TRAINERCLASS_ACE_TRAINER_F,1,SPECIES_BOLTUND,SPECIES_TOGEDEMARU,-55,ELECTRIC,FIELD,normal_pool,0,2,0,ok
460,Wade,TRAINERCLASS_BUG_CATCHER,0,SPECIES_WORMADAM,SPECIES_MOTHIM,0,BUG,BUG,normal_pool,0,1,0,ok
460,Wade,TRAINERCLASS_BUG_CATCHER,1,SPECIES_DOTTLER,SPECIES_DEWPIDER,-66,BUG,BUG,normal_pool,0,2,0,ok
460,Wade,TRAINERCLASS_BUG_CATCHER,2,SPECIES_PARASECT,SPECIES_GLOOM,-10,GRASS,GRASS,normal_pool,0,1,0,ok
460,Wade,TRAINERCLASS_BUG_CATCHER,3,SPECIES_VENONAT,SPECIES_LEDYBA,-40,BUG,BUG,normal_pool,0,1,0,ok
461,Wade,TRAINERCLASS_BUG_CATCHER,0,SPECIES_SCATTERBUG,SPECIES_COMBEE,44,BUG,BUG,normal_pool,0,1,0,ok
461,Wade,TRAINERCLASS_BUG_CATCHER,1,SPECIES_PARASECT,SPECIES_ODDISH,-85,GRASS,GRASS,normal_pool,0,3,0,ok
461,Wade,TRAINERCLASS_BUG_CATCHER,2,SPECIES_WURMPLE,SPECIES_SPINARAK,55,BUG,BUG,normal_pool,0,2,0,ok
461,Wade,TRAINERCLASS_BUG_CATCHER,3,SPECIES_SCATTERBUG,SPECIES_COMBEE,44,BUG,BUG,normal_pool,0,1,0,ok
