original_species,candidate_species,shared_types,shared_egggroups,bst_delta,category_rule,fallback_tier
SPECIES_LOPUNNY,SPECIES_GREEDENT,NORMAL,FIELD,-20,normal_pool,1
SPECIES_LOPUNNY,SPECIES_CYCLIZAR,NORMAL,FIELD,21,normal_pool,1
SPECIES_LOPUNNY,SPECIES_ZANGOOSE,NORMAL,FIELD,-22,normal_pool,1
SPECIES_LOPUNNY,SPECIES_GIRAFARIG,NORMAL,FIELD,-25,normal_pool,1
SPECIES_LOPUNNY,SPECIES_PYROAR,NORMAL,FIELD,27,normal_pool,1
SPECIES_LOPUNNY,SPECIES_PYROAR_FEMALE,NORMAL,FIELD,27,normal_pool,1
SPECIES_LOPUNNY,SPECIES_PURUGLY,NORMAL,FIELD,-28,normal_pool,1
SPECIES_LOPUNNY,SPECIES_ZOROARK_HISUIAN,NORMAL,FIELD,30,normal_pool,1
SPECIES_LOPUNNY,SPECIES_PERSIAN,NORMAL,FIELD,-40,normal_pool,1
SPECIES_LOPUNNY,SPECIES_VIGOROTH,NORMAL,FIELD,-40,normal_pool,1
SPECIES_LOPUNNY,SPECIES_KECLEON,NORMAL,FIELD,-40,normal_pool,1
SPECIES_LOPUNNY,SPECIES_OBSTAGOON,NORMAL,FIELD,40,normal_pool,1
SPECIES_LOPUNNY,SPECIES_FARIGIRAF,NORMAL,FIELD,40,normal_pool,1
SPECIES_LOPUNNY,SPECIES_DUDUNSPARCE,NORMAL,FIELD,40,normal_pool,1
SPECIES_LOPUNNY,SPECIES_WYRDEER,NORMAL,FIELD,45,normal_pool,1
SPECIES_LOPUNNY,SPECIES_DIGGERSBY,NORMAL,FIELD,-57,normal_pool,2
SPECIES_LOPUNNY,SPECIES_LINOONE,NORMAL,FIELD,-60,normal_pool,2
SPECIES_LOPUNNY,SPECIES_WATCHOG,NORMAL,FIELD,-60,normal_pool,2
SPECIES_LOPUNNY,SPECIES_LINOONE_GALARIAN,NORMAL,FIELD,-60,normal_pool,2
SPECIES_LOPUNNY,SPECIES_GUMSHOOS,NORMAL,FIELD,-62,normal_pool,2
SPECIES_LOPUNNY,SPECIES_FURRET,NORMAL,FIELD,-65,normal_pool,2
SPECIES_LOPUNNY,SPECIES_DUNSPARCE,NORMAL,FIELD,-65,normal_pool,2
SPECIES_LOPUNNY,SPECIES_RATICATE,NORMAL,FIELD,-67,normal_pool,2
SPECIES_LOPUNNY,SPECIES_RATICATE_ALOLAN,NORMAL,FIELD,-67,normal_pool,2
SPECIES_LOPUNNY,SPECIES_RATICATE_ALOLAN_LARGE,NORMAL,FIELD,-67,normal_pool,2
SPECIES_LOPUNNY,SPECIES_BIBAREL,NORMAL,FIELD,-70,normal_pool,2
SPECIES_LOPUNNY,SPECIES_URSALUNA,NORMAL,FIELD,70,normal_pool,2
SPECIES_LOPUNNY,SPECIES_DELCATTY,NORMAL,FIELD,-80,normal_pool,3
SPECIES_LOPUNNY,SPECIES_FARFETCHD,NORMAL,FIELD,-103,normal_pool,3
SPECIES_LOTAD,SPECIES_SEEDOT,GRASS,GRASS,0,normal_pool,1
SPECIES_LOTAD,SPECIES_WOOPER,WATER,WATER_1,-10,normal_pool,1
SPECIES_LOTAD,SPECIES_BOUNSWEET,GRASS,GRASS,-10,normal_pool,1
SPECIES_LOTAD,SPECIES_FEEBAS,WATER,WATER_1,-20,normal_pool,1
SPECIES_LOTAD,SPECIES_MARILL,WATER,WATER_1,30,normal_pool,1
SPECIES_LOTAD,SPECIES_HOPPIP,GRASS,GRASS,30,normal_pool,1
SPECIES_LOTAD,SPECIES_FOMANTIS,GRASS,GRASS,30,normal_pool,1
SPECIES_LOTAD,SPECIES_GOSSIFLEUR,GRASS,GRASS,30,normal_pool,1
SPECIES_LOTAD,SPECIES_SUNKERN,GRASS,GRASS,-40,normal_pool,1
SPECIES_LOTAD,SPECIES_APPLIN,GRASS,GRASS,40,normal_pool,1
SPECIES_LOTAD,SPECIES_SMOLIV,GRASS,GRASS,40,normal_pool,1
SPECIES_LOTAD,SPECIES_SURSKIT,WATER,WATER_1,49,normal_pool,2
SPECIES_LOTAD,SPECIES_DEWPIDER,WATER,WATER_1,49,normal_pool,2
SPECIES_LOTAD,SPECIES_WINGULL,WATER,WATER_1,50,normal_pool,2
SPECIES_LOTAD,SPECIES_CHERUBI,GRASS,GRASS,55,normal_pool,2
SPECIES_LOTAD,SPECIES_BRAMBLIN,GRASS,GRASS,55,normal_pool,2
SPECIES_LOTAD,SPECIES_COTTONEE,GRASS,GRASS,60,normal_pool,2
SPECIES_LOTAD,SPECIES_PETILIL,GRASS,GRASS,60,normal_pool,2
SPECIES_LOTAD,SPECIES_CHEWTLE,WATER,WATER_1,64,normal_pool,2
SPECIES_LOTAD,SPECIES_PARAS,GRASS,GRASS,65,normal_pool,2
SPECIES_LOTAD,SPECIES_MORELULL,GRASS,GRASS,65,normal_pool,2
SPECIES_LOTAD,SPECIES_SPHEAL,WATER,WATER_1,70,normal_pool,2
SPECIES_LOTAD,SPECIES_STEENEE,GRASS,GRASS,70,normal_pool,2
SPECIES_LOTAD,SPECIES_TYMPOLE,WATER,WATER_1,74,normal_pool,3
SPECIES_LOTAD,SPECIES_FOONGUS,GRASS,GRASS,74,normal_pool,3
SPECIES_LOTAD,SPECIES_HORSEA,WATER,WATER_1,75,normal_pool,3
SPECIES_LOTAD,SPECIES_SHROOMISH,GRASS,GRASS,75,normal_pool,3
SPECIES_LOTAD,SPECIES_POLIWAG,WATER,WATER_1,80,normal_pool,3
SPECIES_LOTAD,SPECIES_BELLSPROUT,GRASS,GRASS,80,normal_pool,3
SPECIES_LOTAD,SPECIES_REMORAID,WATER,WATER_1,80,normal_pool,3
SPECIES_LOTAD,SPECIES_CAPSAKID,GRASS,GRASS,84,normal_pool,3
SPECIES_LOTAD,SPECIES_DUCKLETT,WATER,WATER_1,85,normal_pool,3
SPECIES_LOTAD,SPECIES_FERROSEED,GRASS,GRASS,85,normal_pool,3
SPECIES_LOTAD,SPECIES_MAREANIE,WATER,WATER_1,85,normal_pool,3
SPECIES_LOTAD,SPECIES_CORPHISH,WATER,WATER_1,88,normal_pool,3
SPECIES_LOTAD,SPECIES_SNIVY,GRASS,GRASS,88,normal_pool,3
SPECIES_LOTAD,SPECIES_PHANTUMP,GRASS,GRASS,89,normal_pool,3
SPECIES_LOTAD,SPECIES_MUDKIP,WATER,WATER_1,90,normal_pool,3
SPECIES_LOTAD,SPECIES_GROOKEY,GRASS,GRASS,90,normal_pool,3
SPECIES_LOTAD,SPECIES_SOBBLE,WATER,WATER_1,90,normal_pool,3
SPECIES_LOTAD,SPECIES_SPRIGATITO,GRASS,GRASS,90,normal_pool,3
SPECIES_LOTAD,SPECIES_QUAXLY,WATER,WATER_1,90,normal_pool,3
SPECIES_LOTAD,SPECIES_SQUIRTLE,WATER,WATER_1,94,normal_pool,3
SPECIES_LOTAD,SPECIES_TOTODILE,WATER,WATER_1,94,normal_pool,3
SPECIES_LOTAD,SPECIES_PIPLUP,WATER,WATER_1,94,normal_pool,3
SPECIES_LOTAD,SPECIES_FROAKIE,WATER,WATER_1,94,normal_pool,3
SPECIES_LOTAD,SPECIES_SLOWPOKE,WATER,WATER_1,95,normal_pool,3
SPECIES_LOTAD,SPECIES_BULBASAUR,GRASS,GRASS,98,normal_pool,3
SPECIES_LOTAD,SPECIES_CHIKORITA,GRASS,GRASS,98,normal_pool,3
SPECIES_LOTAD,SPECIES_TURTWIG,GRASS,GRASS,98,normal_pool,3
SPECIES_LOTAD,SPECIES_ODDISH,GRASS,GRASS,100,normal_pool,3
SPECIES_LOTAD,SPECIES_PSYDUCK,WATER,WATER_1,100,normal_pool,3
SPECIES_LOTAD,SPECIES_SKRELP,WATER,WATER_1,100,normal_pool,3
SPECIES_LOTAD,SPECIES_POPPLIO,WATER,WATER_1,100,normal_pool,3
SPECIES_LOTAD,SPECIES_SEEL,WATER,WATER_1,105,normal_pool,3
SPECIES_LOTAD,SPECIES_EXEGGCUTE,GRASS,GRASS,105,normal_pool,3
SPECIES_LOTAD,SPECIES_SHELLOS,WATER,WATER_1,105,normal_pool,3
SPECIES_LOUDRED,SPECIES_AIPOM,NORMAL,FIELD,0,normal_pool,1
SPECIES_LOUDRED,SPECIES_SPINDA,NORMAL,FIELD,0,normal_pool,1
SPECIES_LOUDRED,SPECIES_LITLEO,NORMAL,FIELD,9,normal_pool,1
SPECIES_LOUDRED,SPECIES_BUNEARY,NORMAL,FIELD,-10,normal_pool,1
SPECIES_LOUDRED,SPECIES_HERDIER,NORMAL,FIELD,10,normal_pool,1
SPECIES_LOUDRED,SPECIES_FARFETCHD,NORMAL,FIELD,17,normal_pool,1
SPECIES_LOUDRED,SPECIES_STUFFUL,NORMAL,FIELD,-20,normal_pool,1
SPECIES_LOUDRED,SPECIES_LICKITUNG,NORMAL,MONSTER,25,normal_pool,1
SPECIES_LOUDRED,SPECIES_DEERLING,NORMAL,FIELD,-25,normal_pool,1
SPECIES_LOUDRED,SPECIES_DEERLING_SUMMER,NORMAL,FIELD,-25,normal_pool,1
SPECIES_LOUDRED,SPECIES_DEERLING_AUTUMN,NORMAL,FIELD,-25,normal_pool,1
SPECIES_LOUDRED,SPECIES_DEERLING_WINTER,NORMAL,FIELD,-25,normal_pool,1
SPECIES_LOUDRED,SPECIES_TEDDIURSA,NORMAL,FIELD,-30,normal_pool,1
SPECIES_LOUDRED,SPECIES_ZORUA_HISUIAN,NORMAL,FIELD,-30,normal_pool,1
SPECIES_LOUDRED,SPECIES_EEVEE,NORMAL,FIELD,-35,normal_pool,1
SPECIES_LOUDRED,SPECIES_DELCATTY,NORMAL,FIELD,40,normal_pool,1
SPECIES_LOUDRED,SPECIES_BIBAREL,NORMAL,FIELD,50,normal_pool,2
SPECIES_LOUDRED,SPECIES_GLAMEOW,NORMAL,FIELD,-50,normal_pool,2
SPECIES_LOUDRED,SPECIES_RATICATE,NORMAL,FIELD,53,normal_pool,2
SPECIES_LOUDRED,SPECIES_RATICATE_ALOLAN,NORMAL,FIELD,53,normal_pool,2
SPECIES_LOUDRED,SPECIES_RATICATE_ALOLAN_LARGE,NORMAL,FIELD,53,normal_pool,2
SPECIES_LOUDRED,SPECIES_FURRET,NORMAL,FIELD,55,normal_pool,2
SPECIES_LOUDRED,SPECIES_DUNSPARCE,NORMAL,FIELD,55,normal_pool,2
SPECIES_LOUDRED,SPECIES_TANDEMAUS,NORMAL,FIELD,-55,normal_pool,2
SPECIES_LOUDRED,SPECIES_GUMSHOOS,NORMAL,FIELD,58,normal_pool,2
SPECIES_LOUDRED,SPECIES_LINOONE,NORMAL,FIELD,60,normal_pool,2
SPECIES_LOUDRED,SPECIES_WATCHOG,NORMAL,FIELD,60,normal_pool,2
SPECIES_LOUDRED,SPECIES_MINCCINO,NORMAL,FIELD,-60,normal_pool,2
SPECIES_LOUDRED,SPECIES_LINOONE_GALARIAN,NORMAL,FIELD,60,normal_pool,2
SPECIES_LOUDRED,SPECIES_DIGGERSBY,NORMAL,FIELD,63,normal_pool,2
SPECIES_LOUDRED,SPECIES_MEOWTH,NORMAL,FIELD,-70,normal_pool,2
SPECIES_LOUDRED,SPECIES_SHROODLE,NORMAL,FIELD,-70,normal_pool,2
SPECIES_LOUDRED,SPECIES_HELIOPTILE,NORMAL,MONSTER,-71,normal_pool,3
SPECIES_LOUDRED,SPECIES_PERSIAN,NORMAL,FIELD,80,normal_pool,3
SPECIES_LOUDRED,SPECIES_SLAKOTH,NORMAL,FIELD,-80,normal_pool,3
SPECIES_LOUDRED,SPECIES_VIGOROTH,NORMAL,FIELD,80,normal_pool,3
SPECIES_LOUDRED,SPECIES_KECLEON,NORMAL,FIELD,80,normal_pool,3
SPECIES_LOUDRED,SPECIES_LILLIPUP,NORMAL,FIELD,-85,normal_pool,3
SPECIES_LOUDRED,SPECIES_SKWOVET,NORMAL,FIELD,-85,normal_pool,3
SPECIES_LOUDRED,SPECIES_WOOLOO,NORMAL,FIELD,-90,normal_pool,3
SPECIES_LOUDRED,SPECIES_PURUGLY,NORMAL,FIELD,92,normal_pool,3
SPECIES_LOUDRED,SPECIES_GIRAFARIG,NORMAL,FIELD,95,normal_pool,3
SPECIES_LOUDRED,SPECIES_ZANGOOSE,NORMAL,FIELD,98,normal_pool,3
SPECIES_LOUDRED,SPECIES_SKITTY,NORMAL,FIELD,-100,normal_pool,3
SPECIES_LOUDRED,SPECIES_GREEDENT,NORMAL,FIELD,100,normal_pool,3
SPECIES_LOUDRED,SPECIES_STANTLER,NORMAL,FIELD,105,normal_pool,3
SPECIES_LOUDRED,SPECIES_PATRAT,NORMAL,FIELD,-105,normal_pool,3
SPECIES_LUCARIO,SPECIES_EMBOAR,FIGHTING,FIELD,3,normal_pool,1
SPECIES_LUCARIO,SPECIES_BLAZIKEN,FIGHTING,FIELD,5,normal_pool,1
SPECIES_LUCARIO,SPECIES_EMPOLEON,STEEL,FIELD,5,normal_pool,1
SPECIES_LUCARIO,SPECIES_CHESNAUGHT,FIGHTING,FIELD,5,normal_pool,1
SPECIES_LUCARIO,SPECIES_GALLADE,FIGHTING,HUMAN_LIKE,-7,normal_pool,1
SPECIES_LUCARIO,SPECIES_INFERNAPE,FIGHTING,"FIELD,HUMAN_LIKE",9,normal_pool,1
SPECIES_LUCARIO,SPECIES_ANNIHILAPE,FIGHTING,FIELD,10,normal_pool,1
SPECIES_LUCARIO,SPECIES_MIENSHAO,FIGHTING,"FIELD,HUMAN_LIKE",-15,normal_pool,1
SPECIES_LUCARIO,SPECIES_SNEASLER,FIGHTING,FIELD,-15,normal_pool,1
SPECIES_LUCARIO,SPECIES_EXCADRILL,STEEL,FIELD,-17,normal_pool,1
SPECIES_LUCARIO,SPECIES_SIRFETCHD,FIGHTING,FIELD,-18,normal_pool,1
SPECIES_LUCARIO,SPECIES_MACHAMP,FIGHTING,HUMAN_LIKE,-20,normal_pool,1
SPECIES_LUCARIO,SPECIES_CONKELDURR,FIGHTING,HUMAN_LIKE,-20,normal_pool,1
SPECIES_LUCARIO,SPECIES_HAWLUCHA,FIGHTING,HUMAN_LIKE,-25,normal_pool,1
SPECIES_LUCARIO,SPECIES_BEWEAR,FIGHTING,FIELD,-25,normal_pool,1
SPECIES_LUCARIO,SPECIES_COPPERAJAH,STEEL,FIELD,-25,normal_pool,1
SPECIES_LUCARIO,SPECIES_KINGAMBIT,STEEL,HUMAN_LIKE,25,normal_pool,1
SPECIES_LUCARIO,SPECIES_PANGORO,FIGHTING,"FIELD,HUMAN_LIKE",-30,normal_pool,1
SPECIES_LUCARIO,SPECIES_TOXICROAK,FIGHTING,HUMAN_LIKE,-35,normal_pool,1
SPECIES_LUCARIO,SPECIES_BISHARP,STEEL,HUMAN_LIKE,-35,normal_pool,1
SPECIES_LUCARIO,SPECIES_PASSIMIAN,FIGHTING,FIELD,-35,normal_pool,1
SPECIES_LUCARIO,SPECIES_PAWMOT,FIGHTING,FIELD,-35,normal_pool,1
SPECIES_LUCARIO,SPECIES_SCRAFTY,FIGHTING,FIELD,-37,normal_pool,1
SPECIES_LUCARIO,SPECIES_GRAPPLOCT,FIGHTING,HUMAN_LIKE,-45,normal_pool,1
SPECIES_LUCARIO,SPECIES_ORTHWORM,STEEL,FIELD,-45,normal_pool,1
SPECIES_LUCARIO,SPECIES_HARIYAMA,FIGHTING,HUMAN_LIKE,-51,normal_pool,2
SPECIES_LUCARIO,SPECIES_THROH,FIGHTING,HUMAN_LIKE,-60,normal_pool,2
SPECIES_LUCARIO,SPECIES_SAWK,FIGHTING,HUMAN_LIKE,-60,normal_pool,2
SPECIES_LUCARIO,SPECIES_PRIMEAPE,FIGHTING,FIELD,-70,normal_pool,2
SPECIES_LUCARIO,SPECIES_HITMONLEE,FIGHTING,HUMAN_LIKE,-70,normal_pool,2
SPECIES_LUCARIO,SPECIES_HITMONCHAN,FIGHTING,HUMAN_LIKE,-70,normal_pool,2
SPECIES_LUCARIO,SPECIES_HITMONTOP,FIGHTING,HUMAN_LIKE,-70,normal_pool,2
SPECIES_LUCARIO,SPECIES_SANDSLASH_ALOLAN,STEEL,FIELD,-75,normal_pool,3
SPECIES_LUCARIO,SPECIES_PERRSERKER,STEEL,FIELD,-85,normal_pool,3
SPECIES_LUCARIO,SPECIES_TOGEDEMARU,STEEL,FIELD,-90,normal_pool,3
SPECIES_LUCARIO,SPECIES_SNEASEL_HISUIAN,FIGHTING,FIELD,-95,normal_pool,3
SPECIES_LUCARIO,SPECIES_DUGTRIO_ALOLAN,STEEL,FIELD,-100,normal_pool,3
SPECIES_LUDICOLO,SPECIES_OCTILLERY,WATER,WATER_1,0,normal_pool,1
SPECIES_LUDICOLO,SPECIES_SHIFTRY,GRASS,GRASS,0,normal_pool,1
SPECIES_LUDICOLO,SPECIES_WHIMSICOTT,GRASS,GRASS,0,normal_pool,1
SPECIES_LUDICOLO,SPECIES_LILLIGANT,GRASS,GRASS,0,normal_pool,1
SPECIES_LUDICOLO,SPECIES_LURANTIS,GRASS,GRASS,0,normal_pool,1
SPECIES_LUDICOLO,SPECIES_BRAMBLEGHAST,GRASS,GRASS,0,normal_pool,1
SPECIES_LUDICOLO,SPECIES_LILLIGANT_HISUIAN,GRASS,GRASS,0,normal_pool,1
SPECIES_LUDICOLO,SPECIES_DEWGONG,WATER,WATER_1,-5,normal_pool,1
SPECIES_LUDICOLO,SPECIES_MANTINE,WATER,WATER_1,5,normal_pool,1
SPECIES_LUDICOLO,SPECIES_CACTURNE,GRASS,GRASS,-5,normal_pool,1
SPECIES_LUDICOLO,SPECIES_HUNTAIL,WATER,WATER_1,5,normal_pool,1
SPECIES_LUDICOLO,SPECIES_GOREBYSS,WATER,WATER_1,5,normal_pool,1
SPECIES_LUDICOLO,SPECIES_RELICANTH,WATER,WATER_1,5,normal_pool,1
SPECIES_LUDICOLO,SPECIES_GASTRODON,WATER,WATER_1,-5,normal_pool,1
SPECIES_LUDICOLO,SPECIES_DREDNAW,WATER,WATER_1,5,normal_pool,1
SPECIES_LUDICOLO,SPECIES_FLAPPLE,GRASS,GRASS,5,normal_pool,1
SPECIES_LUDICOLO,SPECIES_APPLETUN,GRASS,GRASS,5,normal_pool,1
SPECIES_LUDICOLO,SPECIES_CRAMORANT,WATER,WATER_1,-5,normal_pool,1
SPECIES_LUDICOLO,SPECIES_DIPPLIN,GRASS,GRASS,5,normal_pool,1
SPECIES_LUDICOLO,SPECIES_TREVENANT,GRASS,GRASS,-6,normal_pool,1
SPECIES_LUDICOLO,SPECIES_SCOVILLAIN,GRASS,GRASS,6,normal_pool,1
SPECIES_LUDICOLO,SPECIES_SWANNA,WATER,WATER_1,-7,normal_pool,1
SPECIES_LUDICOLO,SPECIES_FERROTHORN,GRASS,GRASS,9,normal_pool,1
SPECIES_LUDICOLO,SPECIES_VILEPLUME,GRASS,GRASS,10,normal_pool,1
SPECIES_LUDICOLO,SPECIES_VICTREEBEL,GRASS,GRASS,10,normal_pool,1
SPECIES_LUDICOLO,SPECIES_SLOWBRO,WATER,WATER_1,10,normal_pool,1
SPECIES_LUDICOLO,SPECIES_BELLOSSOM,GRASS,GRASS,10,normal_pool,1
SPECIES_LUDICOLO,SPECIES_SLOWKING,WATER,WATER_1,10,normal_pool,1
SPECIES_LUDICOLO,SPECIES_ALOMOMOLA,WATER,WATER_1,-10,normal_pool,1
SPECIES_LUDICOLO,SPECIES_CRAWDAUNT,WATER,WATER_1,-12,normal_pool,1
SPECIES_LUDICOLO,SPECIES_ABOMASNOW,GRASS,GRASS,14,normal_pool,1
SPECIES_LUDICOLO,SPECIES_OMASTAR,WATER,WATER_1,15,normal_pool,1
SPECIES_LUDICOLO,SPECIES_KABUTOPS,WATER,WATER_1,15,normal_pool,1
SPECIES_LUDICOLO,SPECIES_FLOATZEL,WATER,WATER_1,15,normal_pool,1
SPECIES_LUDICOLO,SPECIES_CARRACOSTA,WATER,WATER_1,15,normal_pool,1
SPECIES_LUDICOLO,SPECIES_TOXAPEX,WATER,WATER_1,15,normal_pool,1
SPECIES_LUDICOLO,SPECIES_AMOONGUSS,GRASS,GRASS,-16,normal_pool,1
SPECIES_LUDICOLO,SPECIES_MARACTUS,GRASS,GRASS,-19,normal_pool,1
SPECIES_LUDICOLO,SPECIES_GOLDUCK,WATER,WATER_1,20,normal_pool,1
SPECIES_LUDICOLO,SPECIES_POLITOED,WATER,WATER_1,20,normal_pool,1
SPECIES_LUDICOLO,SPECIES_JUMPLUFF,GRASS,GRASS,-20,normal_pool,1
SPECIES_LUDICOLO,SPECIES_BRELOOM,GRASS,GRASS,-20,normal_pool,1
SPECIES_LUDICOLO,SPECIES_TROPIUS,GRASS,GRASS,-20,normal_pool,1
SPECIES_LUDICOLO,SPECIES_CLAWITZER,WATER,WATER_1,20,normal_pool,1
SPECIES_LUDICOLO,SPECIES_ELDEGOSS,GRASS,GRASS,-20,normal_pool,1
SPECIES_LUDICOLO,SPECIES_CARNIVINE,GRASS,GRASS,-26,normal_pool,1
SPECIES_LUDICOLO,SPECIES_ARAQUANID,WATER,WATER_1,-26,normal_pool,1
SPECIES_LUDICOLO,SPECIES_SEISMITOAD,WATER,WATER_1,29,normal_pool,1
SPECIES_LUDICOLO,SPECIES_POLIWRATH,WATER,WATER_1,30,normal_pool,1
SPECIES_LUDICOLO,SPECIES_CHERRIM,GRASS,GRASS,-30,normal_pool,1
SPECIES_LUDICOLO,SPECIES_TSAREENA,GRASS,GRASS,30,normal_pool,1
SPECIES_LUDICOLO,SPECIES_ARBOLIVA,GRASS,GRASS,30,normal_pool,1
SPECIES_LUDICOLO,SPECIES_ROSERADE,GRASS,GRASS,35,normal_pool,1
SPECIES_LUDICOLO,SPECIES_TOEDSCRUEL,GRASS,GRASS,35,normal_pool,1
SPECIES_LUDICOLO,SPECIES_SEADRA,WATER,WATER_1,-40,normal_pool,1
SPECIES_LUDICOLO,SPECIES_PELIPPER,WATER,WATER_1,-40,normal_pool,1
SPECIES_LUDICOLO,SPECIES_VENUSAUR,GRASS,GRASS,45,normal_pool,1
SPECIES_LUDICOLO,SPECIES_TANGELA,GRASS,GRASS,-45,normal_pool,1
SPECIES_LUDICOLO,SPECIES_MEGANIUM,GRASS,GRASS,45,normal_pool,1
SPECIES_LUDICOLO,SPECIES_TORTERRA,GRASS,GRASS,45,normal_pool,1
SPECIES_LUDICOLO,SPECIES_SERPERIOR,GRASS,GRASS,48,normal_pool,2
SPECIES_LUDICOLO,SPECIES_BLASTOISE,WATER,WATER_1,50,normal_pool,2
SPECIES_LUDICOLO,SPECIES_EXEGGUTOR,GRASS,GRASS,50,normal_pool,2
SPECIES_LUDICOLO,SPECIES_FERALIGATR,WATER,WATER_1,50,normal_pool,2
SPECIES_LUDICOLO,SPECIES_QUAGSIRE,WATER,WATER_1,-50,normal_pool,2
SPECIES_LUDICOLO,SPECIES_WALREIN,WATER,WATER_1,50,normal_pool,2
SPECIES_LUDICOLO,SPECIES_EMPOLEON,WATER,WATER_1,50,normal_pool,2
SPECIES_LUDICOLO,SPECIES_GRENINJA,WATER,WATER_1,50,normal_pool,2
SPECIES_LUDICOLO,SPECIES_PRIMARINA,WATER,WATER_1,50,normal_pool,2
SPECIES_LUDICOLO,SPECIES_RILLABOOM,GRASS,GRASS,50,normal_pool,2
SPECIES_LUDICOLO,SPECIES_INTELEON,WATER,WATER_1,50,normal_pool,2
SPECIES_LUDICOLO,SPECIES_MEOWSCARADA,GRASS,GRASS,50,normal_pool,2
SPECIES_LUDICOLO,SPECIES_QUAQUAVAL,WATER,WATER_1,50,normal_pool,2
SPECIES_LUDICOLO,SPECIES_EXEGGUTOR_ALOLAN,GRASS,GRASS,50,normal_pool,2
SPECIES_LUDICOLO,SPECIES_LAPRAS,WATER,WATER_1,55,normal_pool,2
SPECIES_LUDICOLO,SPECIES_SUNFLORA,GRASS,GRASS,-55,normal_pool,2
SPECIES_LUDICOLO,SPECIES_SWAMPERT,WATER,WATER_1,55,normal_pool,2
SPECIES_LUDICOLO,SPECIES_TANGROWTH,GRASS,GRASS,55,normal_pool,2
SPECIES_LUDICOLO,SPECIES_AZUMARILL,WATER,WATER_1,-60,normal_pool,2
SPECIES_LUDICOLO,SPECIES_KINGDRA,WATER,WATER_1,60,normal_pool,2
SPECIES_LUDICOLO,SPECIES_MILOTIC,WATER,WATER_1,60,normal_pool,2
SPECIES_LUDICOLO,SPECIES_BRIONNE,WATER,WATER_1,-60,normal_pool,2
SPECIES_LUDICOLO,SPECIES_THWACKEY,GRASS,GRASS,-60,normal_pool,2
SPECIES_LUDICOLO,SPECIES_DRIZZILE,WATER,WATER_1,-60,normal_pool,2
SPECIES_LUDICOLO,SPECIES_HYDRAPPLE,GRASS,GRASS,60,normal_pool,2
SPECIES_LUDICOLO,SPECIES_SERVINE,GRASS,GRASS,-67,normal_pool,2
SPECIES_LUDICOLO,SPECIES_CORSOLA,WATER,WATER_1,-70,normal_pool,2
SPECIES_LUDICOLO,SPECIES_SEALEO,WATER,WATER_1,-70,normal_pool,2
SPECIES_LUDICOLO,SPECIES_BIBAREL,WATER,WATER_1,-70,normal_pool,2
SPECIES_LUDICOLO,SPECIES_PYUKUMUKU,WATER,WATER_1,-70,normal_pool,2
SPECIES_LUDICOLO,SPECIES_FLORAGATO,GRASS,GRASS,-70,normal_pool,2
SPECIES_LUDICOLO,SPECIES_QUAXWELL,WATER,WATER_1,-70,normal_pool,2
SPECIES_LUDICOLO,SPECIES_IVYSAUR,GRASS,GRASS,-75,normal_pool,3
SPECIES_LUDICOLO,SPECIES_WARTORTLE,WATER,WATER_1,-75,normal_pool,3
SPECIES_LUDICOLO,SPECIES_PARASECT,GRASS,GRASS,-75,normal_pool,3
SPECIES_LUDICOLO,SPECIES_BAYLEEF,GRASS,GRASS,-75,normal_pool,3
SPECIES_LUDICOLO,SPECIES_CROCONAW,WATER,WATER_1,-75,normal_pool,3
SPECIES_LUDICOLO,SPECIES_MARSHTOMP,WATER,WATER_1,-75,normal_pool,3
SPECIES_LUDICOLO,SPECIES_GROTLE,GRASS,GRASS,-75,normal_pool,3
SPECIES_LUDICOLO,SPECIES_PRINPLUP,WATER,WATER_1,-75,normal_pool,3
SPECIES_LUDICOLO,SPECIES_FROGADIER,WATER,WATER_1,-75,normal_pool,3
SPECIES_LUDICOLO,SPECIES_ROSELIA,GRASS,GRASS,-80,normal_pool,3
SPECIES_LUDICOLO,SPECIES_GLOOM,GRASS,GRASS,-85,normal_pool,3
SPECIES_LUDICOLO,SPECIES_WEEPINBELL,GRASS,GRASS,-90,normal_pool,3
SPECIES_LUDICOLO,SPECIES_POLIWHIRL,WATER,WATER_1,-95,normal_pool,3
SPECIES_LUDICOLO,SPECIES_PALPITOAD,WATER,WATER_1,-96,normal_pool,3
SPECIES_LUGIA,SPECIES_MEWTWO,PSYCHIC,UNDISCOVERED,0,same_category:legendary,1
SPECIES_LUGIA,SPECIES_HO_OH,FLYING,UNDISCOVERED,0,same_category:legendary,1
SPECIES_LUGIA,SPECIES_RAYQUAZA,FLYING,UNDISCOVERED,0,same_category:legendary,1
SPECIES_LUGIA,SPECIES_YVELTAL,FLYING,UNDISCOVERED,0,same_category:legendary,1
SPECIES_LUGIA,SPECIES_SOLGALEO,PSYCHIC,UNDISCOVERED,0,same_category:legendary,1
SPECIES_LUGIA,SPECIES_LUNALA,PSYCHIC,UNDISCOVERED,0,same_category:legendary,1
SPECIES_LUGIA,SPECIES_NECROZMA,PSYCHIC,UNDISCOVERED,-80,same_category:legendary,3
SPECIES_LUMINEON,SPECIES_LANTURN,WATER,WATER_2,0,normal_pool,1
SPECIES_LUMINEON,SPECIES_SHARPEDO,WATER,WATER_2,0,normal_pool,1
SPECIES_LUMINEON,SPECIES_BASCULIN,WATER,WATER_2,0,normal_pool,1
