trainer_id,trainer_name,trainer_class,slot,species,level,move1,move2,move3,move4,learned_move_count,used_move_none,tie_broken,seed
388,Walt,TRAINERCLASS_FIREBREATHER,0,SPECIES_DARMANITAN,11,MOVE_POWDER_SNOW,MOVE_ICICLE_CRASH,MOVE_EMBER,MOVE_BITE,9,0,1,42
388,Walt,TRAINERCLASS_FIREBREATHER,1,SPECIES_CINDERACE,16,MOVE_EMBER,MOVE_TACKLE,MOVE_QUICK_ATTACK,MOVE_DOUBLE_KICK,7,0,1,42
389,Nelson,TRAINERCLASS_PSYCHIC_M,0,SPECIES_CLAUNCHER,17,MOVE_SPLASH,MOVE_VICE_GRIP,MOVE_FLAIL,MOVE_AQUA_JET,5,0,1,42
389,Nelson,TRAINERCLASS_PSYCHIC_M,1,SPECIES_POLIWAG,20,MOVE_WATER_GUN,MOVE_POUND,MOVE_MUD_SHOT,MOVE_BUBBLE_BEAM,5,0,1,42
390,Ray,TRAINERCLASS_FIREBREATHER,0,SPECIES_PANSEAR,9,MOVE_SCRATCH,MOVE_PLAY_NICE,MOVE_LEER,MOVE_LICK,4,0,0,42
391,Issac,TRAINERCLASS_POKE_MANIAC,0,SPECIES_WATCHOG,12,MOVE_LEER,MOVE_BITE,MOVE_BIDE,MOVE_DETECT,11,0,0,42
392,Donald,TRAINERCLASS_POKE_MANIAC,0,SPECIES_DEWPIDER,11,MOVE_WATER_GUN,MOVE_INFESTATION,MOVE_BUG_BITE,MOVE_BITE,4,0,0,42
392,Donald,TRAINERCLASS_POKE_MANIAC,1,SPECIES_MARILL,11,MOVE_TACKLE,MOVE_ROLLOUT,MOVE_BUBBLE_BEAM,MOVE_CHARM,8,0,1,42
393,Teru,TRAINERCLASS_SUPER_NERD,0,SPECIES_NACLSTACK,7,MOVE_TACKLE,MOVE_HARDEN,MOVE_ROCK_THROW,MOVE_MUD_SHOT,5,0,0,42
393,Teru,TRAINERCLASS_SUPER_NERD,1,SPECIES_BOLDORE,11,MOVE_SAND_ATTACK,MOVE_TACKLE,MOVE_POWER_GEM,MOVE_STEALTH_ROCK,6,0,1,42
393,Teru,TRAINERCLASS_SUPER_NERD,2,SPECIES_BELDUM,7,MOVE_TACKLE,MOVE_NONE,MOVE_NONE,MOVE_NONE,1,1,0,42
393,Teru,TRAINERCLASS_SUPER_NERD,3,SPECIES_KLINK,9,MOVE_THUNDER_SHOCK,MOVE_VICE_GRIP,MOVE_BIND,MOVE_CHARGE,4,0,0,42
394,Mickey,TRAINERCLASS_ACE_TRAINER_M,0,SPECIES_PHANTUMP,14,MOVE_TACKLE,MOVE_BRANCH_POKE,MOVE_LEECH_SEED,MOVE_CONFUSE_RAY,5,0,1,42
394,Mickey,TRAINERCLASS_ACE_TRAINER_M,1,SPECIES_NIDORAN_M,14,MOVE_LEER,MOVE_POISON_STING,MOVE_PECK,MOVE_FOCUS_ENERGY,4,0,0,42
394,Mickey,TRAINERCLASS_ACE_TRAINER_M,2,SPECIES_DUCKLETT,14,MOVE_WATER_GUN,MOVE_DEFOG,MOVE_WING_ATTACK,MOVE_WATER_PULSE,4,0,0,42
395,Mark,TRAINERCLASS_PSYCHIC_M,0,SPECIES_MEDITITE,14,MOVE_CONFUSION,MOVE_WORK_UP,MOVE_DETECT,MOVE_ENDURE,4,0,0,42
395,Mark,TRAINERCLASS_PSYCHIC_M,1,SPECIES_GOTHITA,14,MOVE_POUND,MOVE_PLAY_NICE,MOVE_TICKLE,MOVE_PSYBEAM,5,0,1,42
395,Mark,TRAINERCLASS_PSYCHIC_M,2,SPECIES_MEDICHAM,16,MOVE_THUNDER_PUNCH,MOVE_CONFUSION,MOVE_ENDURE,MOVE_FEINT,8,0,1,42
396,Horton,TRAINERCLASS_JUGGLER,0,SPECIES_GOLEM_ALOLAN,43,MOVE_SELF_DESTRUCT,MOVE_STEALTH_ROCK,MOVE_ROCK_BLAST,MOVE_DISCHARGE,13,0,0,42
396,Horton,TRAINERCLASS_JUGGLER,1,SPECIES_COALOSSAL,43,MOVE_ROCK_POLISH,MOVE_ANCIENT_POWER,MOVE_INCINERATE,MOVE_STEALTH_ROCK,10,0,0,42
396,Horton,TRAINERCLASS_JUGGLER,2,SPECIES_PROBOPASS,43,MOVE_EARTH_POWER,MOVE_STONE_EDGE,MOVE_ZAP_CANNON,MOVE_LOCK_ON,20,0,0,42
397,Chad,TRAINERCLASS_SCHOOL_KID_M,0,SPECIES_HARIYAMA,20,MOVE_FAKE_OUT,MOVE_FORCE_PALM,MOVE_WHIRLWIND,MOVE_KNOCK_OFF,9,0,0,42
398,Valerie,TRAINERCLASS_BEAUTY,0,SPECIES_FERROSEED,18,MOVE_TACKLE,MOVE_METAL_CLAW,MOVE_PIN_MISSILE,MOVE_INGRAIN,5,0,1,42
398,Valerie,TRAINERCLASS_BEAUTY,1,SPECIES_GROOKEY,18,MOVE_BRANCH_POKE,MOVE_TAUNT,MOVE_RAZOR_LEAF,MOVE_SCREECH,6,0,0,42
399,Lyle,TRAINERCLASS_FIREBREATHER,0,SPECIES_GASTLY,36,MOVE_HEX,MOVE_NIGHT_SHADE,MOVE_SUCKER_PUNCH,MOVE_DARK_PULSE,11,0,0,42
399,Lyle,TRAINERCLASS_FIREBREATHER,1,SPECIES_HOUNDOOM,39,MOVE_INCINERATE,MOVE_BEAT_UP,MOVE_FIRE_FANG,MOVE_TORMENT,12,0,0,42
399,Lyle,TRAINERCLASS_FIREBREATHER,2,SPECIES_KOFFING,36,MOVE_HAZE,MOVE_SELF_DESTRUCT,MOVE_SLUDGE_BOMB,MOVE_TOXIC,11,0,0,42
400,Dana,TRAINERCLASS_LASS,0,SPECIES_MAREEP,19,MOVE_THUNDER_SHOCK,MOVE_COTTON_SPORE,MOVE_CHARGE,MOVE_TAKE_DOWN,7,0,0,42
400,Dana,TRAINERCLASS_LASS,1,SPECIES_SLOWPOKE,19,MOVE_YAWN,MOVE_CONFUSION,MOVE_DISABLE,MOVE_WATER_PULSE,8,0,0,42
401,Alfred,TRAINERCLASS_GENTLEMAN,0,SPECIES_EMOLGA,22,MOVE_DOUBLE_TEAM,MOVE_QUICK_ATTACK,MOVE_THUNDER_SHOCK,MOVE_CHARGE,6,0,0,42
402,Tiffany,TRAINERCLASS_PICNICKER,0,SPECIES_MORGREM,21,MOVE_CONFIDE,MOVE_FAKE_TEARS,MOVE_ASSURANCE,MOVE_SWAGGER,8,0,1,42
403,Spencer,TRAINERCLASS_CAMPER,0,SPECIES_HIPPOPOTAS,18,MOVE_BITE,MOVE_YAWN,MOVE_SAND_TOMB,MOVE_DIG,6,0,0,42
403,Spencer,TRAINERCLASS_CAMPER,1,SPECIES_STUNFISK_GALARIAN,18,MOVE_WATER_GUN,MOVE_ENDURE,MOVE_MUD_SHOT,MOVE_REVENGE,7,0,1,42
403,Spencer,TRAINERCLASS_CAMPER,2,SPECIES_FLETCHLING,20,MOVE_QUICK_ATTACK,MOVE_EMBER,MOVE_FLAIL,MOVE_ACROBATICS,6,0,0,42
404,Grunt,TRAINERCLASS_TEAM_ROCKET_F,0,SPECIES_EKANS,18,MOVE_POISON_STING,MOVE_BITE,MOVE_GLARE,MOVE_SCREECH,6,0,0,42
404,Grunt,TRAINERCLASS_TEAM_ROCKET_F,1,SPECIES_FLORAGATO,18,MOVE_BITE,MOVE_HONE_CLAWS,MOVE_MAGICAL_LEAF,MOVE_QUICK_ATTACK,7,0,0,42
405,Phil,TRAINERCLASS_PSYCHIC_M,0,SPECIES_STARAVIA,27,MOVE_WING_ATTACK,MOVE_DOUBLE_TEAM,MOVE_ENDEAVOR,MOVE_WHIRLWIND,7,0,0,42
405,Phil,TRAINERCLASS_PSYCHIC_M,1,SPECIES_GOTHITA,29,MOVE_CHARM,MOVE_PSYSHOCK,MOVE_HYPNOSIS,MOVE_FAKE_TEARS,9,0,0,42
406,Zach,TRAINERCLASS_POKE_MANIAC,0,SPECIES_AMAURA,30,MOVE_ROUND,MOVE_MIST,MOVE_AURORA_BEAM,MOVE_THUNDER_WAVE,9,0,0,42
407,Allen,TRAINERCLASS_ACE_TRAINER_M,0,SPECIES_ZWEILOUS,29,MOVE_ASSURANCE,MOVE_HEADBUTT,MOVE_WORK_UP,MOVE_SLAM,10,0,0,42
407,Allen,TRAINERCLASS_ACE_TRAINER_M,1,SPECIES_MAGNEMITE,29,MOVE_GYRO_BALL,MOVE_SPARK,MOVE_SCREECH,MOVE_MAGNET_RISE,9,0,0,42
408,Cybil,TRAINERCLASS_ACE_TRAINER_F,0,SPECIES_FARFETCHD_GALARIAN,29,MOVE_FURY_CUTTER,MOVE_ROCK_SMASH,MOVE_BRUTAL_SWING,MOVE_DETECT,7,0,0,42
408,Cybil,TRAINERCLASS_ACE_TRAINER_F,1,SPECIES_BELLOSSOM,29,MOVE_GIGA_DRAIN,MOVE_QUIVER_DANCE,MOVE_SWEET_SCENT,MOVE_TOXIC,16,0,1,42
409,Brandon,TRAINERCLASS_POKEFAN_M,0,SPECIES_MILCERY,13,MOVE_TACKLE,MOVE_AROMATIC_MIST,MOVE_SWEET_KISS,MOVE_SWEET_SCENT,4,0,0,42
409,Brandon,TRAINERCLASS_POKEFAN_M,1,SPECIES_YAMPER,13,MOVE_TACKLE,MOVE_TAIL_WHIP,MOVE_NUZZLE,MOVE_BITE,4,0,0,42
410,Harry,TRAINERCLASS_SAILOR,0,SPECIES_FLETCHLING,20,MOVE_QUICK_ATTACK,MOVE_EMBER,MOVE_FLAIL,MOVE_ACROBATICS,6,0,0,42
411,Vernon,TRAINERCLASS_PSYCHIC_M,0,SPECIES_RAPIDASH_GALARIAN,36,MOVE_AGILITY,MOVE_PSYBEAM,MOVE_STOMP,MOVE_HEAL_PULSE,13,0,0,42
412,Eli,TRAINERCLASS_PSYCHIC_M,0,SPECIES_KLEAVOR,30,MOVE_DOUBLE_TEAM,MOVE_DOUBLE_HIT,MOVE_SLASH,MOVE_FOCUS_ENERGY,10,0,0,42
412,Eli,TRAINERCLASS_PSYCHIC_M,1,SPECIES_APPLIN,30,MOVE_ASTONISH,MOVE_WITHDRAW,MOVE_NONE,MOVE_NONE,2,1,0,42
412,Eli,TRAINERCLASS_PSYCHIC_M,2,SPECIES_AMBIPOM,34,MOVE_SWIFT,MOVE_SCREECH,MOVE_AGILITY,MOVE_DOUBLE_HIT,11,0,0,42
413,Scott,TRAINERCLASS_FISHERMAN,0,SPECIES_PALAFIN,30,MOVE_DOUBLE_HIT,MOVE_DIVE,MOVE_CHARM,MOVE_ACROBATICS,11,0,0,42
413,Scott,TRAINERCLASS_FISHERMAN,1,SPECIES_LANTURN,30,MOVE_CONFUSE_RAY,MOVE_SPARK,MOVE_CHARGE,MOVE_DISCHARGE,13,0,0,42
413,Scott,TRAINERCLASS_FISHERMAN,2,SPECIES_LUMINEON,34,MOVE_RAIN_DANCE,MOVE_WATER_PULSE,MOVE_ATTRACT,MOVE_SAFEGUARD,8,0,0,42
414,Jose,TRAINERCLASS_BIRD_KEEPER_GS,0,SPECIES_LILLIPUP,40,MOVE_TAKE_DOWN,MOVE_HELPING_HAND,MOVE_REVERSAL,MOVE_ROAR,12,0,0,42
415,Jared,TRAINERCLASS_PSYCHIC_M,0,SPECIES_GOTHITELLE,42,MOVE_HYPNOSIS,MOVE_FAKE_TEARS,MOVE_PSYCH_UP,MOVE_PSYCHIC,11,0,0,42
415,Jared,TRAINERCLASS_PSYCHIC_M,1,SPECIES_SANDYGAST,42,MOVE_BULLDOZE,MOVE_HYPNOSIS,MOVE_GIGA_DRAIN,MOVE_IRON_DEFENSE,10,0,0,42
415,Jared,TRAINERCLASS_PSYCHIC_M,2,SPECIES_PHANTUMP,45,MOVE_CURSE,MOVE_PHANTOM_FORCE,MOVE_INGRAIN,MOVE_WOOD_HAMMER,13,0,0,42
416,Jo & Zoe,TRAINERCLASS_TWINS,0,SPECIES_BRAMBLEGHAST,37,MOVE_HEX,MOVE_MEGA_DRAIN,MOVE_DISABLE,MOVE_PHANTOM_FORCE,11,0,0,42
416,Jo & Zoe,TRAINERCLASS_TWINS,1,SPECIES_ARCHALUDON,37,MOVE_METAL_SOUND,MOVE_BREAKING_SWIPE,MOVE_DRAGON_TAIL,MOVE_IRON_DEFENSE,9,0,0,42
417,Jenn,TRAINERCLASS_ACE_TRAINER_F,0,SPECIES_KRABBY,24,MOVE_MUD_SHOT,MOVE_PROTECT,MOVE_BUBBLE_BEAM,MOVE_STOMP,8,0,0,42
417,Jenn,TRAINERCLASS_ACE_TRAINER_F,1,SPECIES_STARMIE,26,MOVE_BRINE,MOVE_RAPID_SPIN,MOVE_SWIFT,MOVE_PSYBEAM,16,0,1,42
418,Bruno,TRAINERCLASS_ELITE_FOUR_BRUNO,0,SPECIES_HITMONLEE,42,MOVE_FEINT,MOVE_MEGA_KICK,MOVE_CLOSE_COMBAT,MOVE_REVERSAL,16,0,0,42
418,Bruno,TRAINERCLASS_ELITE_FOUR_BRUNO,1,SPECIES_SNEASLER,42,MOVE_POISON_JAB,MOVE_BRICK_BREAK,MOVE_HONE_CLAWS,MOVE_SLASH,12,0,0,42
418,Bruno,TRAINERCLASS_ELITE_FOUR_BRUNO,2,SPECIES_MONFERNO,42,MOVE_FEINT,MOVE_TORMENT,MOVE_CLOSE_COMBAT,MOVE_FIRE_SPIN,11,0,0,42
418,Bruno,TRAINERCLASS_ELITE_FOUR_BRUNO,3,SPECIES_ONIX,43,MOVE_SAND_TOMB,MOVE_STEALTH_ROCK,MOVE_SLAM,MOVE_SANDSTORM,14,0,0,42
418,Bruno,TRAINERCLASS_ELITE_FOUR_BRUNO,4,SPECIES_FLAMIGO,46,MOVE_ROOST,MOVE_AIR_SLASH,MOVE_MEGA_KICK,MOVE_WIDE_GUARD,13,0,0,42
419,Ellen,TRAINERCLASS_LASS,0,SPECIES_MAWILE,40,MOVE_CRUNCH,MOVE_SWEET_SCENT,MOVE_IRON_HEAD,MOVE_TAUNT,14,0,0,42
419,Ellen,TRAINERCLASS_LASS,1,SPECIES_CHANSEY,44,MOVE_HELPING_HAND,MOVE_LIGHT_SCREEN,MOVE_DOUBLE_EDGE,MOVE_SOFT_BOILED,18,0,0,42
420,Perry,TRAINERCLASS_BIRD_KEEPER_GS,0,SPECIES_FLETCHINDER,42,MOVE_FLAIL,MOVE_ACROBATICS,MOVE_AGILITY,MOVE_AERIAL_ACE,10,0,0,42
421,Bret,TRAINERCLASS_BIRD_KEEPER_GS,0,SPECIES_CORVISQUIRE,41,MOVE_TAUNT,MOVE_SCARY_FACE,MOVE_DRILL_PECK,MOVE_SWAGGER,10,0,0,42
421,Bret,TRAINERCLASS_BIRD_KEEPER_GS,1,SPECIES_MURKROW,41,MOVE_ASSURANCE,MOVE_TAUNT,MOVE_MEAN_LOOK,MOVE_FOUL_PLAY,10,0,0,42
422,Rodney,TRAINERCLASS_PSYCHIC_M,0,SPECIES_WYNAUT,37,MOVE_ENCORE,MOVE_MIRROR_COAT,MOVE_AMNESIA,MOVE_CHARM,8,0,1,42
422,Rodney,TRAINERCLASS_PSYCHIC_M,1,SPECIES_HYPNO,41,MOVE_PSYBEAM,MOVE_PSYCH_UP,MOVE_ZEN_HEADBUTT,MOVE_SWAGGER,11,0,0,42
423,Jeremy,TRAINERCLASS_POKEFAN_M,0,SPECIES_DEERLING_AUTUMN,36,MOVE_TAKE_DOWN,MOVE_ZEN_HEADBUTT,MOVE_ENERGY_BALL,MOVE_CHARM,10,0,0,42
423,Jeremy,TRAINERCLASS_POKEFAN_M,1,SPECIES_LOUDRED,36,MOVE_SLEEP_TALK,MOVE_STOMP,MOVE_ROAR,MOVE_SUPERSONIC,11,0,1,42
423,Jeremy,TRAINERCLASS_POKEFAN_M,2,SPECIES_LILLIPUP,36,MOVE_CRUNCH,MOVE_TAKE_DOWN,MOVE_HELPING_HAND,MOVE_REVERSAL,11,0,0,42
424,Colin,TRAINERCLASS_POKEFAN_M,0,SPECIES_POLIWAG,40,MOVE_BUBBLE_BEAM,MOVE_RAIN_DANCE,MOVE_BODY_SLAM,MOVE_EARTH_POWER,8,0,0,42
425,Meg & Peg,TRAINERCLASS_TWINS,0,SPECIES_LINOONE_GALARIAN,39,MOVE_REST,MOVE_TAKE_DOWN,MOVE_SCARY_FACE,MOVE_COUNTER,17,0,0,42
425,Meg & Peg,TRAINERCLASS_TWINS,1,SPECIES_RHYDON,39,MOVE_SCARY_FACE,MOVE_STOMP,MOVE_ROCK_BLAST,MOVE_DRILL_RUN,10,0,0,42
426,Meg & Peg,TRAINERCLASS_TWINS,0,SPECIES_NUMEL,39,MOVE_LAVA_PLUME,MOVE_EARTH_POWER,MOVE_CURSE,MOVE_TAKE_DOWN,11,0,0,42
426,Meg & Peg,TRAINERCLASS_TWINS,1,SPECIES_STUFFUL,39,MOVE_TAKE_DOWN,MOVE_FLAIL,MOVE_HAMMER_ARM,MOVE_THRASH,11,0,0,42
427,Shirley,TRAINERCLASS_TEACHER,0,SPECIES_TALONFLAME,43,MOVE_FLAIL,MOVE_ACROBATICS,MOVE_AGILITY,MOVE_AERIAL_ACE,11,0,0,42
427,Shirley,TRAINERCLASS_TEACHER,1,SPECIES_MILCERY,43,MOVE_ATTRACT,MOVE_ACID_ARMOR,MOVE_DAZZLING_GLEAM,MOVE_RECOVER,10,0,0,42
428,Nate,TRAINERCLASS_SCHOOL_KID_M,0,SPECIES_KRICKETUNE,40,MOVE_X_SCISSOR,MOVE_SCREECH,MOVE_FELL_STINGER,MOVE_TAUNT,11,0,0,42
428,Nate,TRAINERCLASS_SCHOOL_KID_M,1,SPECIES_FLAPPLE,40,MOVE_DRAGON_PULSE,MOVE_GRAV_APPLE,MOVE_IRON_DEFENSE,MOVE_FLY,16,0,0,42
429,Ricky,TRAINERCLASS_SCHOOL_KID_M,0,SPECIES_GIRAFARIG,40,MOVE_AGILITY,MOVE_DOUBLE_HIT,MOVE_TWIN_BEAM,MOVE_CRUNCH,13,0,0,42
429,Ricky,TRAINERCLASS_SCHOOL_KID_M,1,SPECIES_DITTO,40,MOVE_TRANSFORM,MOVE_NONE,MOVE_NONE,MOVE_NONE,1,1,0,42
430,Jack,TRAINERCLASS_SCHOOL_KID_M,0,SPECIES_CHERRIM,29,MOVE_FLOWER_SHIELD,MOVE_HELPING_HAND,MOVE_MAGICAL_LEAF,MOVE_LEECH_SEED,10,0,1,42
430,Jack,TRAINERCLASS_SCHOOL_KID_M,1,SPECIES_VOLTORB,17,MOVE_SPARK,MOVE_ROLLOUT,MOVE_SCREECH,MOVE_CHARGE_BEAM,8,0,0,42
431,Jack,TRAINERCLASS_SCHOOL_KID_M,0,SPECIES_LILLIGANT,38,MOVE_LEAF_STORM,MOVE_ENERGY_BALL,MOVE_SYNTHESIS,MOVE_MAGICAL_LEAF,20,0,1,42
431,Jack,TRAINERCLASS_SCHOOL_KID_M,1,SPECIES_NOSEPASS,31,MOVE_ROCK_SLIDE,MOVE_POWER_GEM,MOVE_ROCK_BLAST,MOVE_DISCHARGE,11,0,0,42
432,Alan,TRAINERCLASS_SCHOOL_KID_M,0,SPECIES_HYDRAPPLE,32,MOVE_PROTECT,MOVE_BULLET_SEED,MOVE_SYRUP_BOMB,MOVE_DRAGON_PULSE,12,0,0,42
432,Alan,TRAINERCLASS_SCHOOL_KID_M,1,SPECIES_BEEDRILL,30,MOVE_FOCUS_ENERGY,MOVE_VENOSHOCK,MOVE_ASSURANCE,MOVE_TOXIC_SPIKES,13,0,0,42
433,Alan,TRAINERCLASS_SCHOOL_KID_M,0,SPECIES_UNFEZANT,32,MOVE_TAUNT,MOVE_AIR_CUTTER,MOVE_SWAGGER,MOVE_FEATHER_DANCE,8,0,0,42
433,Alan,TRAINERCLASS_SCHOOL_KID_M,1,SPECIES_WHIMSICOTT,36,MOVE_CHARM,MOVE_ABSORB,MOVE_HELPING_HAND,MOVE_GIGA_DRAIN,22,0,1,42
433,Alan,TRAINERCLASS_SCHOOL_KID_M,2,SPECIES_SNEASEL_HISUIAN,32,MOVE_QUICK_ATTACK,MOVE_METAL_CLAW,MOVE_POISON_JAB,MOVE_BRICK_BREAK,8,0,0,42
433,Alan,TRAINERCLASS_SCHOOL_KID_M,3,SPECIES_ORBEETLE,34,MOVE_HYPNOSIS,MOVE_ALLY_SWITCH,MOVE_BUG_BUZZ,MOVE_MIRROR_COAT,12,0,0,42
434,Chad,TRAINERCLASS_SCHOOL_KID_M,0,SPECIES_HYPNO,29,MOVE_HEADBUTT,MOVE_POISON_GAS,MOVE_PSYBEAM,MOVE_PSYCH_UP,9,0,0,42
434,Chad,TRAINERCLASS_SCHOOL_KID_M,1,SPECIES_KLINK,30,MOVE_METAL_SOUND,MOVE_AUTOTOMIZE,MOVE_DISCHARGE,MOVE_SCREECH,9,0,0,42
435,Chad,TRAINERCLASS_SCHOOL_KID_M,0,SPECIES_JYNX,39,MOVE_SING,MOVE_FAKE_TEARS,MOVE_ICE_PUNCH,MOVE_PSYCHIC,11,0,0,42
435,Chad,TRAINERCLASS_SCHOOL_KID_M,1,SPECIES_GOLEM_ALOLAN,38,MOVE_THUNDER_PUNCH,MOVE_SELF_DESTRUCT,MOVE_STEALTH_ROCK,MOVE_ROCK_BLAST,12,0,0,42
436,Beverly,TRAINERCLASS_POKEFAN,0,SPECIES_COTTONEE,31,MOVE_POISON_POWDER,MOVE_GIGA_DRAIN,MOVE_CHARM,MOVE_LEECH_SEED,11,0,0,42
437,Beverly,TRAINERCLASS_POKEFAN,0,SPECIES_WHIMSICOTT,43,MOVE_HELPING_HAND,MOVE_GUST,MOVE_FAIRY_WIND,MOVE_SUNNY_DAY,22,0,1,42
438,Derek,TRAINERCLASS_POKEFAN_M,0,SPECIES_DUNSPARCE,24,MOVE_GLARE,MOVE_SCREECH,MOVE_ANCIENT_POWER,MOVE_DRILL_RUN,8,0,0,42
438,Derek,TRAINERCLASS_POKEFAN_M,1,SPECIES_MAREEP,30,MOVE_TAKE_DOWN,MOVE_ELECTRO_BALL,MOVE_CONFUSE_RAY,MOVE_POWER_GEM,10,0,0,42
439,Derek,TRAINERCLASS_POKEFAN_M,0,SPECIES_BUDEW,13,MOVE_ABSORB,MOVE_GROWTH,MOVE_STUN_SPORE,MOVE_WORRY_SEED,4,0,0,42
439,Derek,TRAINERCLASS_POKEFAN_M,1,SPECIES_PATRAT,15,MOVE_BITE,MOVE_BIDE,MOVE_DETECT,MOVE_SAND_ATTACK,6,0,0,42
439,Derek,TRAINERCLASS_POKEFAN_M,2,SPECIES_LUXIO,37,MOVE_SPARK,MOVE_ROAR,MOVE_VOLT_SWITCH,MOVE_SCARY_FACE,9,0,0,42
439,Derek,TRAINERCLASS_POKEFAN_M,3,SPECIES_LITLEO,29,MOVE_NOBLE_ROAR,MOVE_TAKE_DOWN,MOVE_FIRE_FANG,MOVE_ENDEAVOR,9,0,0,42
440,Huey,TRAINERCLASS_SAILOR,0,SPECIES_OSHAWOTT,34,MOVE_WATER_PULSE,MOVE_AERIAL_ACE,MOVE_AQUA_JET,MOVE_ENCORE,11,0,0,42
440,Huey,TRAINERCLASS_SAILOR,1,SPECIES_POLIWHIRL,36,MOVE_MUD_SHOT,MOVE_BUBBLE_BEAM,MOVE_RAIN_DANCE,MOVE_BODY_SLAM,7,0,1,42
441,Huey,TRAINERCLASS_SAILOR,0,SPECIES_POPPLIO,38,MOVE_MISTY_TERRAIN,MOVE_HYPER_VOICE,MOVE_MOONBLAST,MOVE_HYDRO_PUMP,14,0,0,42
441,Huey,TRAINERCLASS_SAILOR,1,SPECIES_FERALIGATR,41,MOVE_ICE_FANG,MOVE_FLAIL,MOVE_CRUNCH,MOVE_SLASH,10,0,0,42
442,Mickey,TRAINERCLASS_LASS,0,SPECIES_SEEL,21,MOVE_ICY_WIND,MOVE_ENCORE,MOVE_ICE_SHARD,MOVE_REST,7,0,0,42
443,Mickey,TRAINERCLASS_LASS,0,SPECIES_BUIZEL,21,MOVE_QUICK_ATTACK,MOVE_WATER_GUN,MOVE_BITE,MOVE_SWIFT,7,0,0,42
444,Reena,TRAINERCLASS_ACE_TRAINER_F,0,SPECIES_GROWLITHE,38,MOVE_FIRE_FANG,MOVE_RETALIATE,MOVE_CRUNCH,MOVE_TAKE_DOWN,11,0,0,42
444,Reena,TRAINERCLASS_ACE_TRAINER_F,1,SPECIES_TOXEL,36,MOVE_FLAIL,MOVE_GROWL,MOVE_NUZZLE,MOVE_TEARFUL_LOOK,6,0,1,42
444,Reena,TRAINERCLASS_ACE_TRAINER_F,2,SPECIES_SHELLDER,38,MOVE_AURORA_BEAM,MOVE_PROTECT,MOVE_RAZOR_SHELL,MOVE_IRON_DEFENSE,11,0,0,42
445,Reena,TRAINERCLASS_ACE_TRAINER_F,0,SPECIES_CAMERUPT,47,MOVE_CURSE,MOVE_TAKE_DOWN,MOVE_YAWN,MOVE_EARTHQUAKE,16,0,0,42
445,Reena,TRAINERCLASS_ACE_TRAINER_F,1,SPECIES_NIDOQUEEN,43,MOVE_GROWL,MOVE_TOXIC,MOVE_FLATTER,MOVE_BITE,16,0,1,42
445,Reena,TRAINERCLASS_ACE_TRAINER_F,2,SPECIES_ARAQUANID,47,MOVE_CRUNCH,MOVE_SOAK,MOVE_ENTRAINMENT,MOVE_LUNGE,12,0,0,42
446,Jose,TRAINERCLASS_BIRD_KEEPER_GS,0,SPECIES_LOUDRED,38,MOVE_REST,MOVE_STOMP,MOVE_ROAR,MOVE_SUPERSONIC,11,0,1,42
446,Jose,TRAINERCLASS_BIRD_KEEPER_GS,1,SPECIES_NOCTOWL,45,MOVE_TAKE_DOWN,MOVE_UPROAR,MOVE_ROOST,MOVE_MOONBLAST,14,0,0,42
447,Vance,TRAINERCLASS_BIRD_KEEPER_GS,0,SPECIES_TRUMBEAK,33,MOVE_ROOST,MOVE_FURY_ATTACK,MOVE_SCREECH,MOVE_DRILL_PECK,10,0,0,42
447,Vance,TRAINERCLASS_BIRD_KEEPER_GS,1,SPECIES_PIDGEOTTO,32,MOVE_WHIRLWIND,MOVE_TWISTER,MOVE_FEATHER_DANCE,MOVE_AGILITY,10,0,0,42
448,Vance,TRAINERCLASS_BIRD_KEEPER_GS,0,SPECIES_ROWLET,37,MOVE_SUCKER_PUNCH,MOVE_LEAF_BLADE,MOVE_FEATHER_DANCE,MOVE_BRAVE_BIRD,14,0,0,42
448,Vance,TRAINERCLASS_BIRD_KEEPER_GS,1,SPECIES_DODRIO,38,MOVE_UPROAR,MOVE_ACUPRESSURE,MOVE_SWORDS_DANCE,MOVE_DRILL_PECK,12,0,0,42
448,Vance,TRAINERCLASS_BIRD_KEEPER_GS,2,SPECIES_TOGETIC,42,MOVE_AFTER_YOU,MOVE_DOUBLE_EDGE,MOVE_SAFEGUARD,MOVE_FOLLOW_ME,14,0,0,42
449,Arnie,TRAINERCLASS_BUG_CATCHER,0,SPECIES_MANTINE,43,MOVE_HEADBUTT,MOVE_AIR_SLASH,MOVE_AQUA_RING,MOVE_BOUNCE,15,0,0,42
450,Wilton,TRAINERCLASS_FISHERMAN,0,SPECIES_GOLDEEN,32,MOVE_HORN_ATTACK,MOVE_AGILITY,MOVE_AQUA_RING,MOVE_FLAIL,8,0,0,42
450,Wilton,TRAINERCLASS_FISHERMAN,1,SPECIES_BARRASKEWDA,36,MOVE_PECK,MOVE_AGILITY,MOVE_DIVE,MOVE_FOCUS_ENERGY,8,0,1,42
450,Wilton,TRAINERCLASS_FISHERMAN,2,SPECIES_SEAKING,40,MOVE_AGILITY,MOVE_AQUA_RING,MOVE_FLAIL,MOVE_WATERFALL,9,0,0,42
451,Parry,TRAINERCLASS_HIKER,0,SPECIES_GRAVELER,38,MOVE_SMACK_DOWN,MOVE_SELF_DESTRUCT,MOVE_STEALTH_ROCK,MOVE_ROCK_BLAST,10,0,0,42
